"","compound_identifier","original_name.x","cleaned_name.x","name_comments.x","compound_identifier_new","original_name.y","cleaned_name.y","name_comments.y"
"2261","3035C","alpha-terpinen",NA,NA,"3035C","1,8-oxido-cadin-4-ene","",NA
"2262","3036C","alpha-terpinen-7-al",NA,NA,"3036C","2alpha-acetoxyamorpha-4,7(11)-diene","",NA
"2263","3037C","alpha-terpinene+1,4 cineole",NA,NA,"3037C","2-epi-beta-caryophyllene","",NA
"2264","3038C","alpha-terpinene+p-cymene",NA,NA,"3038C","3-methyldecane","",NA
"2265","3039C","alpha-terpinenol",NA,NA,"3039C","3-oxo-beta-ionone","",NA
"2266","303C","benzyl benzoate",NA,NA,"303C","pentadecanol","",NA
"2267","3040C","alpha-terpineol bc",NA,NA,"3040C","4(14)-salvialen-1-one","",NA
"2268","3041C","alpha-terpineol+borneol",NA,NA,"3041C","5-guaien-11-ol","",NA
"2269","3042C","alpha-terpinolene",NA,NA,"3042C","alpha-guaiol","",NA
"2270","3043C","alpha-terpinyl isobutyrate",NA,NA,"3043C","alpha-muurolen-15-al","",NA
"2271","3044C","alpha-terpinyl methyl ether",NA,NA,"3044C","alpha-termerone","",NA
"2272","3045C","alpha-terpinyl propionate",NA,NA,"3045C","amorpha-4,9-dien-2-ol germacra-4(15),5,10(14)-trien-1-alpha-ol","",NA
"2273","3046C","alpha-terthiophene",NA,NA,"3046C","beta-phellanderene","",NA
"2274","3047C","alpha-thujanol isomer",NA,NA,"3047C","beta-(z)-curcumen-12-ol","",NA
"2275","3048C","alpha-thujenea",NA,NA,"3048C","cadina-1(10),4-dien-14-ol(syn, 14-hydroxy-delta-cadinene","",NA
"2276","3049C","alpha-thujone(cis)",NA,NA,"3049C","carvomenthane","",NA
"2277","304C","benzyl butyrate",NA,NA,"304C","pentadecenoic acid","",NA
"2278","3050C","alpha-tolualdehyde",NA,NA,"3050C","cis-dihydroagarofuran","",NA
"2279","3051C","alpha-trans-2-bergamotol",NA,NA,"3051C","cis-murole-4(14),4-diene","",NA
"2280","3052C","alpha-trans-bejarol",NA,NA,"3052C","cis-muurol-5-en-4-alpha-ol","",NA
"2281","3053C","alpha-tumerone",NA,NA,"3053C","cis-muurol-5-en-4-beta-ol","",NA
"2282","3054C","alpha-turmerol",NA,NA,"3054C","gamma-amorphene","",NA
"2283","3055C","alpha-turmerone",NA,NA,"3055C","gamma-humulene","",NA
"2284","3056C","alpha-umulene",NA,NA,"3056C","isogermacrene d","",NA
"2285","3057C","alpha-vetivone",NA,NA,"3057C","mintoxide","",NA
"2286","3058C","alpha-yalangene",NA,NA,"3058C","muurola-4,9-dien-15-ol","",NA
"2287","3059C","alpha-zingibirene",NA,NA,"3059C","sesquirosefuran","",NA
"2288","305C","benzyl isovalerate",NA,NA,"305C","pentanoic acid","",NA
"2289","3060C","alpha -bisabolol",NA,NA,"3060C","shyobunol","",NA
"2290","3061C","alpha -cadinol",NA,NA,"3061C","trans-cadina-1,4-diene","",NA
"2291","3062C","alpha -caryophyllene",NA,NA,"3062C","(z)-hexenol","",NA
"2292","3063C","alpha -humulene",NA,NA,"3063C","2-hepthylbutyrate","",NA
"2293","3064C","alpha -pinene",NA,NA,"3064C","2-pentylbutyrate","",NA
"2294","3065C","alpha -terpinene",NA,NA,"3065C","2-phenylethylbenzoate","",NA
"2295","3066C","alpha -terpineol",NA,NA,"3066C","2-phenylethyltiglate","",NA
"2296","3067C","alpha -terpinolene",NA,NA,"3067C","allylhexanoate","",NA
"2297","3068C","alpha -thujene",NA,NA,"3068C","benzyl-3-hydroxybutyrate","",NA
"2298","3069C","alpha -zingiberene",NA,NA,"3069C","benzyl butyrate","",NA
"2299","306C","benzyl nonanoate",NA,NA,"306C","tetradecanal","",NA
"2300","3070C","alpha humulene",NA,NA,"3070C","benzyl dodecanoate","",NA
"2301","3071C","alpha longipinenea",NA,NA,"3071C","benzyl hexanoate","",NA
"2302","3072C","alpha or beta-alaskene",NA,NA,"3072C","benzyl propionate","",NA
"2303","3073C","alpha pinene",NA,NA,"3073C","butyl crotonate","",NA
"2304","3074C","alpha terpineol",NA,NA,"3074C","butyl-(e)-cinnamate","",NA
"2305","3075C","alpha thujene",NA,NA,"3075C","butyl hexanoate","",NA
"2306","3076C","alpha,p-dimethylstyrene",NA,NA,"3076C","butyl isobutyrate","",NA
"2307","3077C","alpha−Εlemene",NA,NA,"3077C","butyl nonanoate","",NA
"2308","3078C","alphaâmuurolene",NA,NA,"3078C","butyl propionate","",NA
"2309","3079C","alphą-cadinol",NA,NA,"3079C","cinnamyl tiglate","",NA
"2310","307C","benzyl salicylate",NA,NA,"307C","tetradecanoic acid","",NA
"2311","3080C","alphą-cedrene",NA,NA,"3080C","(e)-cinnamyl butyrate","",NA
"2312","3081C","alphą-copaene",NA,NA,"3081C","(e)-cinnamyl hexanoate","",NA
"2313","3082C","alphą-cubebene",NA,NA,"3082C","ethyl-3-hydroxybutyrate","",NA
"2314","3083C","alphą-humulene",NA,NA,"3083C","hexyl hexanoate","",NA
"2315","3084C","alphą-pinene",NA,NA,"3084C","isoamyl butyrate","",NA
"2316","3085C","alphą-thujene",NA,NA,"3085C","isobutylhexanoate","",NA
"2317","3086C","alphą-zingiberene",NA,NA,"3086C","methyl butyrate","",NA
"2318","3087C","alphalpha-acoradienea",NA,NA,"3087C","octyl-2-methylbutyrate","",NA
"2319","3088C","alphalpha-terpineol",NA,NA,"3088C","octyl benzoate","",NA
"2320","3089C","altractylone",NA,NA,"3089C","propyl benzoate","",NA
"2321","308C","bergamale",NA,NA,"308C","tridecanal","",NA
"2322","3090C","ambrox",NA,NA,"3090C","propyl butyrate","",NA
"2323","3091C","amorpha-4-en-10-alpha-ol",NA,NA,"3091C","propyl hexanoate","",NA
"2324","3092C","amorpha-4,11-diene",NA,NA,"3092C","drimenal","",NA
"2325","3093C","amorpha-4,7(11)-diene",NA,NA,"3093C","mehtyl eugenol","",NA
"2326","3094C","amorpha-4,9-den-14-al",NA,NA,"3094C","phenyl propanes","",NA
"2327","3095C","amorpha-4,9-dien-14-al",NA,NA,"3095C","epoxy-allo-aromadendrene","",NA
"2328","3096C","amorpha-4,9-dien-2-ol",NA,NA,"3096C","(e,e)-delta-ocimene","",NA
"2329","3097C","amorpha-4,9-dien-2-ol germacra-4(15),5,10(14)-trien-1-alpha-ol",NA,NA,"3097C","neo-verbanylacetate","",NA
"2330","3098C","amorpha-4,9-dien-2 ol",NA,NA,"3098C","11-alpha-h-himachal-4-en-1-beta-ol","",NA
"2331","3099C","amorphene-3-en-9-ol",NA,NA,"3099C","(e)-caryophyllene","",NA
"2332","309C","bergamotene",NA,NA,"309C","tridecanoic acid","",NA
"2333","30C","(e)-citronellyl tiglate",NA,NA,"30C","p-cymene","",NA
"2334","3100C","amyl-2-methyl butyrate",NA,NA,"3100C","eudesm-7(11)-en-4alpha-ol","",NA
"2335","3101C","amyl acetate",NA,NA,"3101C","neocalitropsene","",NA
"2336","3102C","amyl benzoate",NA,NA,"3102C","terpin-4-ol","",NA
"2337","3103C","amyl furan",NA,NA,"3103C","trans-thuj-3-en-10-al","",NA
"2338","3104C","amyl hexanoate",NA,NA,"3104C","daucol","",NA
"2339","3105C","amyl isobutyrate",NA,NA,"3105C","(e)-isodillapiole","",NA
"2340","3106C","amyl isovalerate",NA,NA,"3106C","(e)-isomyristicin","",NA
"2341","3107C","amyl propionate",NA,NA,"3107C","methyl (e)-isoeugenol","",NA
"2342","3108C","amyl valerate",NA,NA,"3108C","cubenen-11-ol","",NA
"2343","3109C","an acorene",NA,NA,"3109C","artemisia alcohol+camphenilone","",NA
"2344","310C","bergamotol acetate",NA,NA,"310C","tridecanol","",NA
"2345","3110C","an allo-ocimene",NA,NA,"3110C","(e)-alpha-damascenone","",NA
"2346","3111C","an amyl acetate",NA,NA,"3111C","bornyl propionate","",NA
"2347","3112C","an amyl cinnamate (tent.)",NA,NA,"3112C","humulene","",NA
"2348","3113C","an amyl valerate",NA,NA,"3113C","cubeben-11-ol","",NA
"2349","3114C","an oxygenated diterpenoid, mwt = 290",NA,NA,"3114C","2,4-heptadienal","",NA
"2350","3115C","an unsaturated or cyclic hydrocarbon",NA,NA,"3115C","alpha-cubenene","",NA
"2351","3116C","anastreptene",NA,NA,"3116C","nondecane","",NA
"2352","3117C","androencecalinol",NA,NA,"3117C","thuja-2,4(10)-dien","",NA
"2353","3118C","anethol",NA,NA,"3118C","6,10,14 trimethyl-2-pentadecanone","",NA
"2354","3119C","anethole",NA,NA,"3119C","p-menth-1-en-7-al","",NA
"2355","311C","bergapten",NA,NA,"311C","undecanoic acid","",NA
"2356","3120C","angelicin",NA,NA,"3120C","p-mentha-1,5-dien 8-ol","",NA
"2357","3121C","angelylangelate",NA,NA,"3121C","salvial-4(14) en-1-one","",NA
"2358","3122C","anisaldehyde",NA,NA,"3122C","8-dodecenol","",NA
"2359","3123C","anisic acid",NA,NA,"3123C","9-dodecenol","",NA
"2360","3124C","anisketone",NA,NA,"3124C","methyl behenate (methyl docosanoate)","",NA
"2361","3125C","anisole",NA,NA,"3125C","(z)-7-dodecenol","",NA
"2362","3126C","anisyl isobutyrate",NA,NA,"3126C","(z)-9-tetradecenal","",NA
"2363","3127C","anthracene",NA,NA,"3127C","1-pentadecyne","",NA
"2364","3128C","apathulenol",NA,NA,"3128C","2,6,10-dodecatrien-1-ol 3,7,11-trimethylacetate","",NA
"2365","3129C","apiol dill",NA,NA,"3129C","2,6-dimethyl-heptan-1,6-dien","",NA
"2366","312C","beta- caryophyllene",NA,NA,"312C","valerianol","",NA
"2367","3130C","aplotaxene",NA,NA,"3130C","3,7-dimethyl-2,6-ocbutanoic acid","",NA
"2368","3131C","apocarotenoids",NA,NA,"3131C","anisic acid","",NA
"2369","3132C","apodophyllone",NA,NA,"3132C","benzene acetaldehyde","",NA
"2370","3133C","apole",NA,NA,"3133C","cyclobuta (1,2:03,4) dicyclopentene","",NA
"2371","3134C","apritone",NA,NA,"3134C","cyclohexane 1,3-dimethyl-2-(1-methyle)","",NA
"2372","3135C","ar-abietatriene",NA,NA,"3135C","cyclohexane 1-ethyl","",NA
"2373","3136C","ar-alpha-dehydrohimachalene",NA,NA,"3136C","cyclohexene 1-methyl-4-(1-methyl)","",NA
"2374","3137C","ar-curcumen-15-al",NA,NA,"3137C","garanate","",NA
"2375","3138C","ar-curcumen-7-ol",NA,NA,"3138C","geranal (e)","",NA
"2376","3139C","ar-curcumene+beta-selinene",NA,NA,"3139C","geranal (z)","",NA
"2377","313C","beta-acoradiene",NA,NA,"313C","(z)-9-hexadecenoic acid","",NA
"2378","3140C","ar-dihydro-turmerone",NA,NA,"3140C","geraniol (e)","",NA
"2379","3141C","ar-himachalene",NA,NA,"3141C","geraniol (z)","",NA
"2380","3142C","ar-tumerol",NA,NA,"3142C","geranyl acetate (e)","",NA
"2381","3143C","ar-turmerone",NA,NA,"3143C","geranyl acetate (z)","",NA
"2382","3144C","arachidic acid",NA,NA,"3144C","methyl nerolate","",NA
"2383","3145C","aristolediene",NA,NA,"3145C","p-mentha-1(7)-en-9-ol","",NA
"2384","3146C","aristolene",NA,NA,"3146C","spiro(2.5)octane","",NA
"2385","3147C","aristoleneepoxide",NA,NA,"3147C","undecanol-3","",NA
"2386","3148C","aristolochene",NA,NA,"3148C","cis-14-muurolol-5-en-4-one","",NA
"2387","3149C","arnicenone",NA,NA,"3149C","beta-campholenal","",NA
"2388","314C","beta-atlantol",NA,NA,"314C","(z)-oleic acid","",NA
"2389","3150C","aromadandrene",NA,NA,"3150C","butyl octanoate","",NA
"2390","3151C","aromadedrene",NA,NA,"3151C","isolongifololacetate","",NA
"2391","3152C","aromadenderene",NA,NA,"3152C","thuja 2,4(10)-diene","",NA
"2392","3153C","aromadendra-1 (10), 4 (15)-diene",NA,NA,"3153C","2-phenyl-1-nitroethane","",NA
"2393","3154C","aromadendra-4,10(14)-diene",NA,NA,"3154C","estragole (methyl chavicol)","",NA
"2394","3155C","aromadendralpha-4,10(14)-diene",NA,NA,"3155C","trans-pinenehydrate","",NA
"2395","3156C","aromadendren epoxide",NA,NA,"3156C","4-phenylbutan-2-one","",NA
"2396","3157C","aromadendrene-5-ol",NA,NA,"3157C","p-mentha-1,8-dien-2-ol","",NA
"2397","3158C","aromadendrene 3",NA,NA,"3158C","patchoulene","",NA
"2398","3159C","aromadendrene epoxide",NA,NA,"3159C","thymal acetate","",NA
"2399","315C","beta-bisabolene",NA,NA,"315C","14-hydroxy-delta-cadinene","",NA
"2400","3160C","aromadendrene oxide– (2)",NA,NA,"3160C","5-tridecanone","",NA
"2401","3161C","aromadendrenec",NA,NA,"3161C","7-ethyl-7-tridecanol","",NA
"2402","3162C","aromadenrene",NA,NA,"3162C","alpha-farneseneÃ‚Â","",NA
"2403","3163C","Aromadrendrene",NA,NA,"3163C","aromadendrene 3","",NA
"2404","3164C","aromatic compounds",NA,NA,"3164C","cis-rosefuran","",NA
"2405","3165C","arteannuic alcohol",NA,NA,"3165C","delta-gurjunene","",NA
"2406","3166C","artedouglasia oxide c",NA,NA,"3166C","delta-phellandrene","",NA
"2407","3167C","artedouglosia oxide a",NA,NA,"3167C","delta-thujone","",NA
"2408","3168C","artedouglosia oxide d",NA,NA,"3168C","(e)-delta-farnesene","",NA
"2409","3169C","artemesia alcohol",NA,NA,"3169C","(e)-delta-ocimene","",NA
"2410","316C","beta-bisabolol",NA,NA,"316C","1-epi-cubenol","",NA
"2411","3170C","artemesia ketone",NA,NA,"3170C","(e,z)-matricaria ester+alpha-muurolene","",NA
"2412","3171C","artemiseole",NA,NA,"3171C","germacrene oxide .","",NA
"2413","3172C","artemisia alcohol+camphenilone",NA,NA,"3172C","hexadecane+sesquiterpene alcohol","",NA
"2414","3173C","artemisia triene",NA,NA,"3173C","terpinen-4-ol +p-cymen-8-ol","",NA
"2415","3174C","artemisiatriene",NA,NA,"3174C","nonadecene","",NA
"2416","3175C","artemisyl acetate",NA,NA,"3175C","bicyclogerrnacrene","",NA
"2417","3176C","artemisylacetate",NA,NA,"3176C","14-hydroxy-9-epi-gamma-caryophyllene","",NA
"2418","3177C","artmisia ketone",NA,NA,"3177C","(2)-3-hexenylacetate","",NA
"2419","3178C","ascaridol",NA,NA,"3178C","beta-udesmol","",NA
"2420","3179C","ascaridole",NA,NA,"3179C","bicyclogetmacrene","",NA
"2421","317C","beta-bourbonene",NA,NA,"317C","1-nonene","",NA
"2422","3180C","atractylone",NA,NA,"3180C","cedren-13-ol(8)","",NA
"2423","3181C","avandulyl acetate",NA,NA,"3181C","(e)-hexenol","",NA
"2424","3182C","avocadenofuran",NA,NA,"3182C","14-hydroxy-alpha-cadinene","",NA
"2425","3183C","avocadienofuran",NA,NA,"3183C","cadina-4,10(15)-dien-8 beta-ol","",NA
"2426","3184C","avocadofuran",NA,NA,"3184C","cadina-4,1(10)-dien-8 beta-ol","",NA
"2427","3185C","avocadynofuran",NA,NA,"3185C","caryophyllenol-i","",NA
"2428","3186C","b-copaene",NA,NA,"3186C","hexahydro farnesyl acetone","",NA
"2429","3187C","baeckeol",NA,NA,"3187C","mintoxide ii","",NA
"2430","3188C","baeckeol methyl ether",NA,NA,"3188C","mintoxide i","",NA
"2431","3189C","baeckeol mettyl ether",NA,NA,"3189C","pacifigorgia-1,10-diene","",NA
"2432","318C","beta-cadinene",NA,NA,"318C","1-octene","",NA
"2433","3190C","behenic acid",NA,NA,"3190C","1,2-dimethylbenzene","",NA
"2434","3191C","bejarol derivative",NA,NA,"3191C","allo-alloaromadendrene epoxide","",NA
"2435","3192C","bejarol isomer",NA,NA,"3192C","cadina 1(2),4-diene","",NA
"2436","3193C","benayl-2-methylbutyrate",NA,NA,"3193C","caryophyllenyl alcohol","",NA
"2437","3194C","bennzyl benzoate",NA,NA,"3194C","epi-a-cadinol","",NA
"2438","3195C","benzenacetaldehyde",NA,NA,"3195C","trans cadina 1(6),4-diene","",NA
"2439","3196C","benzene",NA,NA,"3196C","trans-muurola-3,5-diene","",NA
"2440","3197C","benzene dicarboxylic acid derivative",NA,NA,"3197C","cis-beta-guaine","",NA
"2441","3198C","benzenemethanethiola",NA,NA,"3198C","eudesmol","",NA
"2442","3199C","benzenoid compounds",NA,NA,"3199C","2-butyl-octanol","",NA
"2443","319C","beta-caryophyllene",NA,NA,"319C","3-alpha-acetoxyamorpha-4,7(11)-diene","",NA
"2444","31C","(e)-foeniculin",NA,NA,"31C","terpinolene","",NA
"2445","3200C","benzofuran",NA,NA,"3200C","epi-globolol","",NA
"2446","3201C","benzoic acid",NA,NA,"3201C","valancene","",NA
"2447","3202C","benzonitrile",NA,NA,"3202C","6-hydroxycarvotanacetone","",NA
"2448","3203C","benzophenone",NA,NA,"3203C","citonellol","",NA
"2449","3204C","benzothiajole",NA,NA,"3204C","p-menthalpha-l,3-dien-7-al","",NA
"2450","3205C","benzothiazole",NA,NA,"3205C","c23 ketone","",NA
"2451","3206C","Benzoyl acetone",NA,NA,"3206C","alpha-muurelene","",NA
"2452","3207C","benzyl",NA,NA,"3207C","ocidentalolacetate","",NA
"2453","3208C","benzyl-2-methylbutyrate",NA,NA,"3208C","3-tridecanone","",NA
"2454","3209C","benzyl-2-methylbutyrate + phenylethyl isobutyrate",NA,NA,"3209C","hexenol","",NA
"2455","320C","beta-caryophyllene alcohol",NA,NA,"320C","3-octanol","",NA
"2456","3210C","benzyl-3-hydroxybutyrate",NA,NA,"3210C","p-menth-6-en-2-one","",NA
"2457","3211C","benzyl acetate",NA,NA,"3211C","5-epi-paradisiol","",NA
"2458","3212C","benzyl acetone",NA,NA,"3212C","neo-intermedeol","",NA
"2459","3213C","benzyl butanoate",NA,NA,"3213C","5-guaiene-11-ol","",NA
"2460","3214C","benzyl cinnamate",NA,NA,"3214C","aristolediene","",NA
"2461","3215C","benzyl crotonate",NA,NA,"3215C","beta-eudesmoi","",NA
"2462","3216C","benzyl cyanide",NA,NA,"3216C","2-phenyl ethyl-2-methylbutyrate","",NA
"2463","3217C","benzyl dodecanoate",NA,NA,"3217C","7-alpha-[h]-silphiperfol-5-ene","",NA
"2464","3218C","benzyl ethyl ketone",NA,NA,"3218C","8,9-dehydrothymyl-2-methylbutyrate","",NA
"2465","3219C","benzyl formate",NA,NA,"3219C","8,9-dehydrothymylisobutyrate","",NA
"2466","321C","beta-caryophyllene oxide",NA,NA,"321C","6,10,14-trimethylpentadecan-2-one","",NA
"2467","3220C","benzyl hexanoate",NA,NA,"3220C","8,9-dehydrothymylisovalerate","",NA
"2468","3221C","benzyl isobutyrate",NA,NA,"3221C","8,9-dehydrothymyltiglate","",NA
"2469","3222C","benzyl isothiocyanate",NA,NA,"3222C","apiol dill","",NA
"2470","3223C","benzyl isothiocynate",NA,NA,"3223C","beta-germacrenol","",NA
"2471","3224C","benzyl isovalerate+geranyl 2-methylbutyrate",NA,NA,"3224C","bornyl-2-methylbutyrate","",NA
"2472","3225C","benzyl isovalorate",NA,NA,"3225C","carvacrylmethyloxide","",NA
"2473","3226C","benzyl nitrite",NA,NA,"3226C","cis-para-menth-2-ene-1-ol","",NA
"2474","3227C","benzyl propanoate",NA,NA,"3227C","copaborneol","",NA
"2475","3228C","benzyl propionate",NA,NA,"3228C","eudesm-4(15)-ene-6-ol","",NA
"2476","3229C","benzyl salicyclate",NA,NA,"3229C","gleenol","",NA
"2477","322C","beta-cedren-9-one",NA,NA,"322C","alpha-muurolol","",NA
"2478","3230C","benzyl tiglate",NA,NA,"3230C","humulene-6,7-epoxide","",NA
"2479","3231C","benzyl valerate",NA,NA,"3231C","lavandulyle-2-methylbutyrate","",NA
"2480","3232C","benzylmethylchetone",NA,NA,"3232C","neryl oxide","",NA
"2481","3233C","bergamal",NA,NA,"3233C","pentadecan-2-one","",NA
"2482","3234C","bergamotene (z,alpha,trans)",NA,NA,"3234C","pethybrene","",NA
"2483","3235C","berol",NA,NA,"3235C","thymyl-2-methylbutyrate","",NA
"2484","3236C","beta- cadinene",NA,NA,"3236C","thymyl isobutyrate","",NA
"2485","3237C","beta- elemene",NA,NA,"3237C","thymyl isovalerate","",NA
"2486","3238C","beta- pinene",NA,NA,"3238C","thymyl methyloxide","",NA
"2487","3239C","beta- selinene",NA,NA,"3239C","thymyl tiglate","",NA
"2488","323C","beta-cedrene",NA,NA,"323C","amorpha-4-en-10-alpha-ol","",NA
"2489","3240C","beta-(10)-aristolene",NA,NA,"3240C","trans-para-menth-2-en-1-ol","",NA
"2490","3241C","beta-(e)-ionone",NA,NA,"3241C","tridecan-2-one","",NA
"2491","3242C","beta-(z)-curcumen-12-ol",NA,NA,"3242C","(z)-hex-2-en-1-ol","",NA
"2492","3243C","beta-(z)-ocimene",NA,NA,"3243C","(z)-hex-3-en-1-ol","",NA
"2493","3244C","beta-4(15)-cubebene",NA,NA,"3244C","10-acetoxyneryl acetate","",NA
"2494","3245C","beta-acoradienol",NA,NA,"3245C","10-acetoxyneryl isobutyrate","",NA
"2495","3246C","beta-acorenol",NA,NA,"3246C","2,5-dimetoxycymene","",NA
"2496","3247C","beta-agarofuran",NA,NA,"3247C","8,9-dehydrothymyl angelate","",NA
"2497","3248C","beta-alaskene",NA,NA,"3248C","8,9-dehydrothymylmethacrylate","",NA
"2498","3249C","beta-amorphene",NA,NA,"3249C","beta-himachalol","",NA
"2499","324C","beta-cedreneepoxide",NA,NA,"324C","beta-gurjunene","",NA
"2500","3250C","beta-amyrin",NA,NA,"3250C","camphre","",NA
"2501","3251C","beta-asarone",NA,NA,"3251C","cis-p-menth-2-ene-1-ol","",NA
"2502","3252C","beta-atlantone",NA,NA,"3252C","euparin","",NA
"2503","3253C","beta-barbatene",NA,NA,"3253C","isobarbatene","",NA
"2504","3254C","beta-bergamotene",NA,NA,"3254C","isobutyratedebornyle","",NA
"2505","3255C","beta-betulenal",NA,NA,"3255C","neryl angelate","",NA
"2506","3256C","beta-biotol",NA,NA,"3256C","neryl methacrylate","",NA
"2507","3257C","beta-bisabolen-12-ol",NA,NA,"3257C","thymyl angelate","",NA
"2508","3258C","beta-bisabolenal",NA,NA,"3258C","thymyl methacrylate","",NA
"2509","3259C","beta-bisabolene-12-ol",NA,NA,"3259C","(z)-4-decanal","",NA
"2510","325C","beta-copaen-4-alpha-ol",NA,NA,"325C","beta-longipinene","",NA
"2511","3260C","beta-bisabolene+bicyclogermacrene",NA,NA,"3260C","1-epi-globulol","",NA
"2512","3261C","beta-bisabolenol",NA,NA,"3261C","2-methylbutyl-3-methyl butyrate","",NA
"2513","3262C","beta-bisabolol/epi-beta-bisabolol",NA,NA,"3262C","alpha-caryophylladienol","",NA
"2514","3263C","beta-bisabololoxide",NA,NA,"3263C","cis-p-mentha-2-en-1,8-diol","",NA
"2515","3264C","beta-bourbenene",NA,NA,"3264C","p-mentha-1(7),5-dien-ol","",NA
"2516","3265C","beta-bourbonene+geranyl acetate",NA,NA,"3265C","p-mentha-1(7),8-dien-2-ol","",NA
"2517","3266C","beta-bourbononene",NA,NA,"3266C","p-mentha-1(7),8-dien-ol","",NA
"2518","3267C","beta-bourbounene",NA,NA,"3267C","p-mentha-1,8-dien-ol","",NA
"2519","3268C","beta-bulnesene",NA,NA,"3268C","trans-p-mentha-1,8-dien-4-ol","",NA
"2520","3269C","beta-cadinol",NA,NA,"3269C","trans-p-mentha-2-en-1,8-diol","",NA
"2521","326C","beta-copaene",NA,NA,"326C","bicyclosesquiphellandrene","",NA
"2522","3270C","beta-calacarene",NA,NA,"3270C","alpha-phellandrene+alpha-terpinene","",NA
"2523","3271C","beta-calacorene",NA,NA,"3271C","2-hexenol","",NA
"2524","3272C","beta-calacorene+unknown",NA,NA,"3272C","2-phenylethyl-2-methyl-butyrate","",NA
"2525","3273C","beta-campholenal",NA,NA,"3273C","3-methylbutanol","",NA
"2526","3274C","beta-caryophylene",NA,NA,"3274C","phellandrene oxide","",NA
"2527","3275C","beta-caryophyllen",NA,NA,"3275C","trans-caryophyllene oxide","",NA
"2528","3276C","beta-caryophyllene-oxide",NA,NA,"3276C","pinocantone","",NA
"2529","3277C","beta-caryophyllene (+ beta-cedrene)",NA,NA,"3277C","2,3-dehydro-1,8-cineole","",NA
"2530","3278C","beta-caryophyllene + beta-elemene",NA,NA,"3278C","2,6-dimethyl-5-heptenal (bergamal)","",NA
"2531","3279C","beta-caryophyllene oxide/globulol",NA,NA,"3279C","thymol hydroquinone methylether","",NA
"2532","327C","beta-cubebene",NA,NA,"327C","cis-beta-elemene","",NA
"2533","3280C","beta-caryophyllene+lavandulyl acetate",NA,NA,"3280C","patchouli alcohol","",NA
"2534","3281C","beta-caryophyllene+terpinen-4-ol",NA,NA,"3281C","2,7(14),10-bisabolatriene","",NA
"2535","3282C","beta-caryophyllene+trans-alpha-bergamotene",NA,NA,"3282C","(z)-alpha-bisabolene oxide","",NA
"2536","3283C","beta-caryophylleneoxide",NA,NA,"3283C","(e)-alpha-decenal","",NA
"2537","3284C","beta-caryophyylene",NA,NA,"3284C","guaialpha-3,7-diene","",NA
