compound_identifier,EssOilDB_entry,,original_name,cleaned_name,name_comments,compound_id
1716C,2-butyl-octanol,,NA,NA,NA,
1717C,2-butyl-p-methylbutyrate,,NA,NA,NA,
1718C,2-butylfuran,,NA,NA,NA,
1719C,2-butylpyridine,,NA,NA,NA,
1720C,2-carene,,NA,NA,NA,
1721C,2-cis-p-mentha-2-en-1-ol,,NA,NA,NA,
1722C,"2-cis,6-cis-farnesol",,NA,NA,NA,
1723C,"2-cyclohexene-1,4-diene",,NA,NA,NA,
1724C,2-decan-5-olide,,NA,NA,NA,
1725C,2-decanol,,NA,NA,NA,
1726C,2-decanone isomer,,NA,NA,NA,
1727C,2-decenal,,NA,NA,NA,
1728C,2-decenoic acid,,NA,NA,NA,
1729C,2-decenol,,NA,NA,NA,
1730C,2-decylfuran,,NA,NA,NA,
1731C,2-dodecanone isomer,,NA,NA,NA,
1732C,2-dodecenoic acid,,NA,NA,NA,
1733C,2-dodecenol,,NA,NA,NA,
1734C,2-epi-alpha-funebrene,,NA,NA,NA,
1735C,2-epi-alpha-funebrene ii,,NA,NA,NA,
1736C,2-epi-beta-caryophyllene,,NA,NA,NA,
1737C,2-epi-beta-funebrene,,NA,NA,NA,
1738C,2-epi-beta-funebrene i,,NA,NA,NA,
1739C,2-ethoxybenzoic acid,,NA,NA,NA,
1740C,2-ethoxybutane,,NA,NA,NA,
1741C,2-ethyl-1-hexanol,,NA,NA,NA,
1742C,"2-ethyl-1,3-dimethylbenzene",,NA,NA,NA,
1743C,2-ethyl-3-hydroxyhexyl-2-methylpropanoate,,NA,NA,NA,
1744C,2-ethyl-3-methylnaphthalene,,NA,NA,NA,
1745C,2-ethyl-3-methylpyrazine,,NA,NA,NA,
1746C,2-ethyl-4-hydroxy-5-methyl-3(2h)-furanone,,NA,NA,NA,
1747C,2-ethyl-5-methylpyrazine,,NA,NA,NA,
1748C,2-ethyl-cyclohexanone,,NA,NA,NA,
1749C,2-ethylÂ m-xylene,,NA,NA,NA,
1750C,2-ethylfuran,,NA,NA,NA,
1751C,2-ethylhexadecanoic acid,,NA,NA,NA,
1752C,2-ethylhexanoic acid,,NA,NA,NA,
1753C,2-ethylhexanol,,NA,NA,NA,
1754C,2-ethylhexenol,,NA,NA,NA,
1755C,2-ethylhexyl hydrogen phthalate,,NA,NA,NA,
1756C,2-ethylhexylhexanoic acid,,NA,NA,NA,
1757C,2-ethylmenthone,,NA,NA,NA,
1758C,2-ethylphenol,,NA,NA,NA,
1759C,2-formylfuran,,NA,NA,NA,
1760C,2-furanmethanol,,NA,NA,NA,
1761C,2-furfural,,NA,NA,NA,
1762C,2-furfuryl alcohol,,NA,NA,NA,
1763C,2-gamma-bisabolene,,NA,NA,NA,
1764C,2-heneicosanol,,NA,NA,NA,
1765C,2-heptadecanol,,NA,NA,NA,
1766C,2-heptanol acetate,,NA,NA,NA,
1767C,2-heptanone,,NA,NA,NA,
1768C,2-heptenol,,NA,NA,NA,
1769C,2-hepthylbutyrate,,NA,NA,NA,
1770C,2-heptyl acetate,,NA,NA,NA,
1771C,2-heptylbenzoate,,NA,NA,NA,
1772C,2-heptylbutyrate,,NA,NA,NA,
1773C,2-heptylhexanoate,,NA,NA,NA,
1774C,2-hexadecanol,,NA,NA,NA,
1775C,2-hexadecanone,,NA,NA,NA,
1776C,"2-hexadecen – 1 – ol,3,7,11, 15-",,NA,NA,NA,
1777C,2-hexanal,,NA,NA,NA,
1778C,2-hexanol,,NA,NA,NA,
1779C,2-hexanone,,NA,NA,NA,
1780C,2-hexen-1-al,,NA,NA,NA,
1781C,2-hexen-1-ol,,NA,NA,NA,
1782C,2-hexenal,,NA,NA,NA,
1783C,2-Hexene-1-ol,,NA,NA,NA,
1784C,2-hexenol,,NA,NA,NA,
1785C,2-hexenylisovalerate,,NA,NA,NA,
1786C,2-hexyfuran,,NA,NA,NA,
1787C,2-hexyl-(e)-cinnamaldehyde,,NA,NA,NA,
1788C,2-hexyl-3-methylmaleicanhydride,,NA,NA,NA,
1789C,2-hexylacetate,,NA,NA,NA,
1790C,2-hexylfuran,,NA,NA,NA,
1791C,2-hydroxy-2-methyl-3-butenylangelate,,NA,NA,NA,
1792C,2-hydroxy-2-rnethyl-3-butenylangelate,,NA,NA,NA,
1793C,2-hydroxy-4-methoxybenzaldehyde,,NA,NA,NA,
1794C,"2-hydroxy-4,6-dimethoxy-3,5-dimethylisoburyrophenone",,NA,NA,NA,
1795C,"2-hydroxy-4,6-dimethyoxyacetophenone",,NA,NA,NA,
1796C,2-hydroxy-p-anisaldehydet,,NA,NA,NA,
1797C,2-hydroxy-p-inocamphone,,NA,NA,NA,
1798C,2-hydroxyacetophenone,,NA,NA,NA,
1799C,2-hydroxypiperitone,,NA,NA,NA,
1800C,2-isopropyl-3-methoxypyrazine,,NA,NA,NA,
1801C,"2-isopropyl-5-methyl bicyclo (4,4,0) dec-1-ene",,NA,NA,NA,
1802C,"2-isopropylidene-10-methyl-spirol[4,5]-dec-6-ene-6-carbaldehyde",,NA,NA,NA,
1803C,2-keto-manoyloxide,,NA,NA,NA,
1804C,2-methoxy-4-ethyl-6-methylphenol,,NA,NA,NA,
1805C,2-methoxy-4-methylphenol,,NA,NA,NA,
1806C,2-methoxy-4-vinylphenol,,NA,NA,NA,
1807C,"2-methoxy-4,5-methylenedioxypropiophenone",,NA,NA,NA,
1808C,2-methoxy-6-methylacetophenone,,NA,NA,NA,
1809C,2-methoxy-p-cresol,,NA,NA,NA,
1810C,2-methoxybornylene,,NA,NA,NA,
1811C,2-methoxyphenol,,NA,NA,NA,
1812C,2-methyl-1-octadecene,,NA,NA,NA,
1813C,2-methyl-1-pentanol,,NA,NA,NA,
1814C,2-methyl-1-propanol,,NA,NA,NA,
1815C,2-methyl-2-butanol,,NA,NA,NA,
1816C,2-methyl-2-butenol,,NA,NA,NA,
1817C,2-methyl-2-butenylacetate,,NA,NA,NA,
1818C,2-methyl-2-methylbutyrate,,NA,NA,NA,
1819C,2-methyl-2-pentenoic acid,,NA,NA,NA,
1820C,2-methyl-2-propenylangelate,,NA,NA,NA,
1821C,2-methyl-2-propenylisobutyrate,,NA,NA,NA,
1822C,2-methyl-2-propenylmethacrylate,,NA,NA,NA,
1823C,2-methyl-3-buten-2-ol,,NA,NA,NA,
1824C,2-methyl-3-butene-2-ol,,NA,NA,NA,
1825C,2-methyl-4-heptanone,,NA,NA,NA,
1826C,2-methyl-5-phenol,,NA,NA,NA,
1827C,"2-methyl-6-methylene-1,7-octadien-2-ol",,NA,NA,NA,
1828C,"2-methyl-6-methylene-3,7-octadiene-2-ol",,NA,NA,NA,
1829C,"2-methyl-6-methylene-octa-1,7-diene-3-ol",,NA,NA,NA,
1830C,"2-methyl-6-methylene-octa-1,7-diene-3-one",,NA,NA,NA,
1831C,"2-methyl-6-methylenems 1,7-octadiene",,NA,NA,NA,
1832C,"2-methyl-6-methylideneocta-1,7-diene-3-one",,NA,NA,NA,
1833C,2-methyl-6-propylphenol,,NA,NA,NA,
1834C,"2-methyl 6-methylene 2,7- octadien-5-one",,NA,NA,NA,
1835C,2-methyl decane,,NA,NA,NA,
1836C,2-methyl isoborneol,,NA,NA,NA,
1837C,2-methyl octane,,NA,NA,NA,
1838C,2-methylbenzaldehyde,,NA,NA,NA,
1839C,2-methylbenzofuran,,NA,NA,NA,
1840C,2-methylbenzonitrite,,NA,NA,NA,
1841C,2-methylbut-2-enol,,NA,NA,NA,
1842C,2-methylbutan-1-ol,,NA,NA,NA,
1843C,2-methylbutanal,,NA,NA,NA,
1844C,2-methylbutyl-2-methyl butyrate,,NA,NA,NA,
1845C,2-methylbutyl-2-methylbutyrate,,NA,NA,NA,
1846C,2-methylbutyl-3-methyl butyrate,,NA,NA,NA,
1847C,2-methylbutyl-3-methylbutyrate,,NA,NA,NA,
1848C,2-methylbutyl isovalerate,,NA,NA,NA,
1849C,2-methylbutylacetate,,NA,NA,NA,
1850C,2-methylbutylangelate,,NA,NA,NA,
1851C,2-methylbutylbenzoate,,NA,NA,NA,
1852C,2-methylbutylbutyrate,,NA,NA,NA,
1853C,2-methylbutylbutyrate + (z)-4-octenol,,NA,NA,NA,
1854C,2-methylbutyldecanoate,,NA,NA,NA,
1855C,2-methylbutylhexanoate,,NA,NA,NA,
1856C,2-methylbutylisovalerate,,NA,NA,NA,
1857C,2-methylbutylmethacrylate,,NA,NA,NA,
1858C,2-methylbutyloctanoate,,NA,NA,NA,
1859C,2-methylbutylpropionate,,NA,NA,NA,
1860C,2-methylbutyrate,,NA,NA,NA,
1861C,2-methylbutyric acid,,NA,NA,NA,
1862C,2-methylcrotonaldehyde,,NA,NA,NA,
1863C,2-methylcrotonic acid,,NA,NA,NA,
1864C,2-methyldecane,,NA,NA,NA,
1865C,"2-methylene-6,6-dimethylms bicyclo[3.2.0]heptan-3-ol",,NA,NA,NA,
1866C,2-methylfuran,,NA,NA,NA,
1867C,2-methylheptane,,NA,NA,NA,
1868C,2-methylhexadecane,,NA,NA,NA,
1869C,2-methylhexane,,NA,NA,NA,
1870C,2-methylhexanoic acid,,NA,NA,NA,
1871C,2-methylhexylbutyrate,,NA,NA,NA,
1872C,2-methylnaphthalene,,NA,NA,NA,
1873C,2-methylnapthalene,,NA,NA,NA,
1874C,2-methylnonane,,NA,NA,NA,
1875C,2-methyloctadecane,,NA,NA,NA,
1876C,2-methyloctane,,NA,NA,NA,
1877C,2-methylpentan-3-one,,NA,NA,NA,
1878C,2-methylphenol,,NA,NA,NA,
1879C,2-methylpropanal,,NA,NA,NA,
1880C,2-methylpropanoic acid,,NA,NA,NA,
1881C,2-methylpropyl hexanoate,,NA,NA,NA,
1882C,2-methylpropylliexanoate,,NA,NA,NA,
1883C,2-methylthioethanol,,NA,NA,NA,
1884C,2-methyltridecanone,,NA,NA,NA,
1885C,2-methylundecane,,NA,NA,NA,
1886C,2-methyoxy-4-vinylphenol,,NA,NA,NA,
1887C,2-metliylbutylisovalerate,,NA,NA,NA,
1888C,2-nonadecanol,,NA,NA,NA,
1889C,2-nonadecanone,,NA,NA,NA,
1890C,2-nonanol,,NA,NA,NA,
1891C,2-nonaone,,NA,NA,NA,
1892C,2-nonenal,,NA,NA,NA,
1893C,2-nonene-1-ol,,NA,NA,NA,
1894C,2-nonyl acetate,,NA,NA,NA,
1895C,2-nonyl furan,,NA,NA,NA,
1896C,2-norbornanol,,NA,NA,NA,
1897C,"2-o-acetyl-8,12-epoxygermacra-1(10),4,7,11-tetraene isomer i",,NA,NA,NA,
1898C,"2-o-methyl-8,12-epoxygermacra-1(10),4,7,11-tetraene isomer i",,NA,NA,NA,
1899C,"2-o-methyl-8,12-epoxygermacra-1(10),4,7,11-tetraene isomer ii",,NA,NA,NA,
1900C,2-octano,,NA,NA,NA,
1901C,2-octanol,,NA,NA,NA,
1902C,2-octenal,,NA,NA,NA,
1903C,2-octenol,,NA,NA,NA,
1904C,2-octylacetate,,NA,NA,NA,
1905C,2-octylfuran,,NA,NA,NA,
1906C,2-pentadecanol,,NA,NA,NA,
1907C,2-pentadecanone,,NA,NA,NA,
1908C,"2-pentadecanone,6,10,14-trimethyl",,NA,NA,NA,
1909C,2-pentadecin-1-ol,,NA,NA,NA,
1910C,2-pentanal,,NA,NA,NA,
1911C,2-pentanol,,NA,NA,NA,
1912C,2-pentanone,,NA,NA,NA,
1913C,2-pentenol,,NA,NA,NA,
1914C,2-Pentyl furan,,NA,NA,NA,
1915C,2-pentylbutyrate,,NA,NA,NA,
1916C,2-pentylfurane,,NA,NA,NA,
1917C,2-pentylpyridine,,NA,NA,NA,
1918C,2-phenethyl benzoate,,NA,NA,NA,
1919C,2-phenethyl isovalerate,,NA,NA,NA,
1920C,2-phenethylmethylether,,NA,NA,NA,
1921C,2-phenethyltiglate,,NA,NA,NA,
1922C,2-phenoxy-ethanol,,NA,NA,NA,
1923C,2-phenoxyethanol,,NA,NA,NA,
1924C,2-phenyiethyltiglate,,NA,NA,NA,
1925C,2-phenyl-1-nitroethane,,NA,NA,NA,
1926C,2-phenyl ethyl-2-methylbutyrate,,NA,NA,NA,
1927C,2-phenyl ethyl acetate,,NA,NA,NA,
1928C,2-phenyl ethyl tiglate,,NA,NA,NA,
1929C,2-phenylacetaldehyde,,NA,NA,NA,
1930C,2-phenylbenzaldehyde,,NA,NA,NA,
1931C,2-phenyldodecane,,NA,NA,NA,
1932C,2-phenylethyl-2-methyl-butyrate,,NA,NA,NA,
1933C,2-phenylethyl-2-methylbutyrate,,NA,NA,NA,
1934C,2-phenylethyl-2-rnethylbutyrate,,NA,NA,NA,
1935C,2-phenylethyl-3-methylbutyrate,,NA,NA,NA,
1936C,2-phenylethyl-n-octanoate,,NA,NA,NA,
1937C,2-phenylethyl alcohol,,NA,NA,NA,
1938C,2-phenylethyl isothiocynate,,NA,NA,NA,
1939C,2-phenylethylbenzoate,,NA,NA,NA,
1940C,2-phenylethylbutyrate,,NA,NA,NA,
1941C,2-phenylethylcinnamate,,NA,NA,NA,
1942C,2-phenylethyldecanoate,,NA,NA,NA,
1943C,2-phenylethylformate,,NA,NA,NA,
1944C,2-phenylethylhexanoate,,NA,NA,NA,
1945C,2-phenylethylisobutyrate,,NA,NA,NA,
1946C,2-phenylethylisobutyrate + aromadendrene,,NA,NA,NA,
1947C,2-phenylethylisothiocyanate,,NA,NA,NA,
1948C,2-phenylethylisothiocynate,,NA,NA,NA,
1949C,2-phenylethylisovalerqate,,NA,NA,NA,
1950C,2-phenylethylmethylether,,NA,NA,NA,
1951C,2-phenylethyloctanoate,,NA,NA,NA,
1952C,2-phenylethylphenylacetate,,NA,NA,NA,
1953C,2-phenylethyltiglate,,NA,NA,NA,
1954C,2-phenyletliylliexanoate,,NA,NA,NA,
1955C,2-phenylpyridine,,NA,NA,NA,
1956C,2-phenyltridecane,,NA,NA,NA,
1957C,2-phneylethylisovalerate,,NA,NA,NA,
1958C,2-pinen-10-ol,,NA,NA,NA,
1959C,2-propenyl-2-phenol,,NA,NA,NA,
1960C,2-propenylpropyltrisulfide,,NA,NA,NA,
1961C,2-propylfuran,,NA,NA,NA,
1962C,2-pyrrolidinone,,NA,NA,NA,
1963C,2-tetradecanone,,NA,NA,NA,
1964C,2-tetradecanone isomer,,NA,NA,NA,
1965C,2-tridecanol,,NA,NA,NA,
1966C,2-tridecanone isomer,,NA,NA,NA,
1967C,2-tridecanopne,,NA,NA,NA,
1968C,2-tridecanpne,,NA,NA,NA,
1969C,2-undecanal,,NA,NA,NA,
1970C,2-undecane,,NA,NA,NA,
1971C,2-undecanol,,NA,NA,NA,
1972C,2-undecanona,,NA,NA,NA,
1973C,2-undecanone isomer,,NA,NA,NA,
1974C,2-undecanylacetate,,NA,NA,NA,
1975C,2-vinyl-1.3-dithiane,,NA,NA,NA,
1976C,2(e)-decen-1-ol,,NA,NA,NA,
1977C,2(e)-decenal,,NA,NA,NA,
1978C,2(e)-heptenal,,NA,NA,NA,
1979C,2(e)-hexenol,,NA,NA,NA,
1980C,2(e)-nonen-1-al,,NA,NA,NA,
1981C,2(e)-nonenal,,NA,NA,NA,
1982C,"2(e),4(e)-decadienal",,NA,NA,NA,
1983C,"2(e),4(e)-heptadienal",,NA,NA,NA,
1984C,"2(e),4(z)-decadienal",,NA,NA,NA,
1985C,"2(e),5(e)-3,7-dimethyl-2,5-octadien-1,7-diol",,NA,NA,NA,
1986C,"2(e),6(e)-farnesol",,NA,NA,NA,
1987C,"2(e),6(e)-farnesylacetate",,NA,NA,NA,
1988C,"2(e),6(e)-farsenol",,NA,NA,NA,
1989C,"2(e),6(e)-methyl-10-hydroxyl-3,7,11-trimethyldodeca-2,6,11-trienoate",,NA,NA,NA,
1990C,"2(e),6(e)-methyl-3,7,11-trimethyl-10-oxododeca-dienoate",,NA,NA,NA,
1991C,"2(e),6(e)-methylfarnesoate",,NA,NA,NA,
1992C,"2(e),6(z)-farnesol",,NA,NA,NA,
1993C,"2(e),8(e)-tridecadien-4,6-diyn-10-ol",,NA,NA,NA,
1994C,"2(z),6(e)-farneso",,NA,NA,NA,
1995C,"2(z),6(e)-farnesol",,NA,NA,NA,
1996C,"2(z),6(e)-farnesyl acetate",,NA,NA,NA,
1997C,"2,2-dimethyl-3,4-octadienal",,NA,NA,NA,
1998C,"2,2-dimethyl-7-isobutyl-2h,5h-pyrano-[4,3-b]-pyran-5-one",,NA,NA,NA,
1999C,"2,2-dimethyl-7-methoxy-6-vinylchromene",,NA,NA,NA,
2000C,"2,2-dimethylpropanal",,NA,NA,NA,
2001C,"2,2-dimethylpropanoic acid",,NA,NA,NA,
2002C,"2,2,4-trimethylcyclohex-3-encarbaldehyde",,NA,NA,NA,
2003C,"2,2,4-trimethylheptane",,NA,NA,NA,
2004C,"2,2,4,6,6-pentamethylheptane",,NA,NA,NA,
2005C,"2,2,5,5-tetramethyl-3,4(2h,5h)-furandione",,NA,NA,NA,
2006C,"2,2,6-trimethyl-3-keto-6-vinyltetrahydropyran",,NA,NA,NA,
2007C,"2,2,6-trimethylcyclohexanone",,NA,NA,NA,
2008C,"2,2,6,7-tetramethylbicyclo[4,3,0]nona-4,9(1)-dien-8-ol",,NA,NA,NA,
2009C,"2,3-butanediol",,NA,NA,NA,
2010C,"2,3-butylidenephthalide",,NA,NA,NA,
2011C,"2,3-decadienal",,NA,NA,NA,
2012C,"2,3-dehydrdelta-alpha-ionol",,NA,NA,NA,
2013C,"2,3-dehydro-1,8-cineole",,NA,NA,NA,
2014C,"2,3-dihydro-1,8-cineole",,NA,NA,NA,
2015C,"2,3-dihydro-2-octyl-5-methylfuran-3-one",,NA,NA,NA,
2016C,"2,3-dihydro-alpha-ional",,NA,NA,NA,
2017C,"2,3-dihydrobenzofuran",,NA,NA,NA,
2018C,"2,3-dihydrofarnesol",,NA,NA,NA,
2019C,"2,3-dimethoxytoluene",,NA,NA,NA,
2020C,"2,3-dimethyl-3-(4-methyl-3-pentenyl)-2-norbornanol",,NA,NA,NA,
2021C,"2,3-dimethylbenzaldehydet",,NA,NA,NA,
2022C,"2,3-dimethylcyclopentadiene",,NA,NA,NA,
2023C,"2,3-dimethylmateicanhydride",,NA,NA,NA,
2024C,"2,3-dimethylnaphthalene",,NA,NA,NA,
2025C,"2,3-dimethylnapthalene",,NA,NA,NA,
2026C,"2,3-dimethylphenol",,NA,NA,NA,
2027C,"2,3-dimethylpyridine",,NA,NA,NA,
2028C,"2,3-epoxygeranylacetate",,NA,NA,NA,
2029C,"2,3-pentanedione",,NA,NA,NA,
2030C,"2,3,4-trimethoxyacetophenone",,NA,NA,NA,
2031C,"2,3,4-trimethyl benzaldehyde",,NA,NA,NA,
2032C,"2,3,4,5-tetramethyl-2-cyclopenten-1-one",,NA,NA,NA,
2033C,"2,3,5-trimethyldecane",,NA,NA,NA,
2034C,"2,3,5-trimethylnapthalene",,NA,NA,NA,
2035C,"2,3,5-trimethylpyrazine",,NA,NA,NA,
2036C,"2,3,5,5-tetramethyl-4-methylene-2-cyclopenten-1-one",,NA,NA,NA,
2037C,"2,3,6-trimethylbenzaidehyde",,NA,NA,NA,
2038C,"2,3,6-trimethylbenzaldehyde",,NA,NA,NA,
2039C,"2,3,6-trimethylnaphthalene",,NA,NA,NA,
2040C,"2,4-decadienal",,NA,NA,NA,
2041C,"2,4-dihydroxy-6-methoxytoluene",,NA,NA,NA,
2042C,"2,4-dimethoxyacetophenone",,NA,NA,NA,
2043C,"2,4-dimethyl-3-pentanone",,NA,NA,NA,
2044C,"2,4-Dimethyl benzaldehyde",,NA,NA,NA,
2045C,"2,4-dimethylbenzaldehyde",,NA,NA,NA,
2046C,"2,4-dimethyletherphloroacetophenone",,NA,NA,NA,
2047C,"2,4-dimethylfuran",,NA,NA,NA,
2048C,"2,4-dimethylheptane",,NA,NA,NA,
2049C,"2,4-dimethylhexane",,NA,NA,NA,
2050C,"2,4-dimethylthiophene",,NA,NA,NA,
2051C,"2,4-heptadienal",,NA,NA,NA,
2052C,"2,4-pentadiynylbenzene",,NA,NA,NA,
2053C,"2,4-tetradecadienal",,NA,NA,NA,
2054C,"2,4(10)-thujadien",,NA,NA,NA,
2055C,"2,4(10)-thujadiene",,NA,NA,NA,
2056C,"2,4(10)-thujadiene (b)",,NA,NA,NA,
2057C,"2,4(8),6-p-menthatrien-2,3-dioi",,NA,NA,NA,
2058C,"2,4,4-trimethyl-2-cyclohexen-1-ol",,NA,NA,NA,
2059C,"2,4,5-trimethoxyallylbenzene",,NA,NA,NA,
2060C,"2,4,5-trimethoxybenzaldehyde",,NA,NA,NA,
2061C,"2,4,5-trimethyl-1,3-dioxolene",,NA,NA,NA,
2062C,"2,4,5,5-tetramethyl-1,3-cyclopentadien-1-carboxylic acid",,NA,NA,NA,
2063C,"2,4,6-octatrienal",,NA,NA,NA,
2064C,"2,4,6-tricholophenol",,NA,NA,NA,
2065C,"2,4,6-trimethoxy-3,5-dimethylstyrene",,NA,NA,NA,
2066C,"2,4,6-trimethoxyethylbenzene",,NA,NA,NA,
2067C,"2,4,6-trimethylbenzaldehyde",,NA,NA,NA,
2068C,"2,4,6-trimethylpyridine",,NA,NA,NA,
2069C,"2,5-diethenyl-2-methyltetrahydrofuran",,NA,NA,NA,
2070C,"2,5-diethylfuran",,NA,NA,NA,
2071C,"2,5-diethylpyrazine",,NA,NA,NA,
2072C,"2,5-diethyltetrahydrofuran",,NA,NA,NA,
2073C,"2,5-dihydro-2,5-dimethylfuran",,NA,NA,NA,
2074C,"2,5-dimethoxy-p-cymene",,NA,NA,NA,
2075C,"2,5-dimethoxy -1-isopropenyl-4-isopropylbenzene",,NA,NA,NA,
2076C,"2,5-dimethyl-3-(1-propenyl)-pyrazine",,NA,NA,NA,
2077C,"2,5-dimethyl-3-(3-methylbutyl)-pyrazine",,NA,NA,NA,
2078C,"2,5-dimethyl-3-pentylpyrazine",,NA,NA,NA,
2079C,"2,5-dimethyl-4-hydroxy-3(2h)-furanone",,NA,NA,NA,
2080C,"2,5-dimethylphenol",,NA,NA,NA,
2081C,"2,5-dimethylpyrazine",,NA,NA,NA,
2082C,"2,5-dimethylstyrene",,NA,NA,NA,
2083C,"2,5-Dimetoxy-para-cymene",,NA,NA,NA,
2084C,"2,5-dimetoxycymene",,NA,NA,NA,
2085C,"2,5-furandicarboxaldehyde",,NA,NA,NA,
2086C,"2,5-hexanedione",,NA,NA,NA,
2087C,"2,6-diepishyobunone",,NA,NA,NA,
2088C,"2,6-dimethoxy-p-cymene",,NA,NA,NA,
2089C,"2,6-dimethoxyl-p-cymene",,NA,NA,NA,
2090C,"2,6-dimethyl-1-3-6-heptatriene",,NA,NA,NA,
2091C,"2,6-dimethyl-1,3(e),5(z),7-octatetraene",,NA,NA,NA,
2092C,"2,6-dimethyl-3(e),5(e),7-octatriene-2-ol",,NA,NA,NA,
2093C,"2,6-dimethyl-3(e),5(e),7octatrien-2-ol",,NA,NA,NA,
2094C,"2,6-dimethyl-3(e),5(z),7-octatrien-2-ol",,NA,NA,NA,
2095C,"2,6-dimethyl-3,5,7-octatrien-2-ol",,NA,NA,NA,
2096C,"2,6-dimethyl-3,7octadien-2,6-diol",,NA,NA,NA,
2097C,"2,6-dimethyl-4-heptanone",,NA,NA,NA,
2098C,"2,6-dimethyl-5-heptanol",,NA,NA,NA,
2099C,"2,6-dimethyl-5-heptenal",,NA,NA,NA,
2100C,"2,6-dimethyl-5-heptenal (bergamal)",,NA,NA,NA,
2101C,"2,6-dimethyl-5-heptenal (melonal)",,NA,NA,NA,
2102C,"2,6-dimethyl-heptan-1,6-dien",,NA,NA,NA,
2103C,"2,6-dimethyl-l,3(e),5(e),7-octatetraene",,NA,NA,NA,
2104C,"2,6-dimethyl-p-cymene",,NA,NA,NA,
2105C,"2,6-dimethyl benzaldehyde",,NA,NA,NA,
2106C,"2,6-dimethyl phenol",,NA,NA,NA,
2107C,"2,6-dimethylcyclohexanol",,NA,NA,NA,
2108C,"2,6-dimethylheptane",,NA,NA,NA,
2109C,"2,6-dimethylnaphthalene",,NA,NA,NA,
2110C,"2,6-dimethyloctane",,NA,NA,NA,
2111C,"2,6-dimethylphenol",,NA,NA,NA,
2112C,"2,6-dimethylpyrazine",,NA,NA,NA,
2113C,"2,6-dimethylundecane",,NA,NA,NA,
2114C,"2,6,10-dodecatrien-1-ol 3,7,11-trimethylacetate",,NA,NA,NA,
2115C,"2,6,10,14-tetramethylhexadecane",,NA,NA,NA,
2116C,"2,6,10,14-tetramethylpentadecane",,NA,NA,NA,
2117C,"2,6,6-trimethyl-2-cyclohexene-1,4-dione",,NA,NA,NA,
2118C,"2,6,6-trimethyl-2-vinyltetrahydropyran",,NA,NA,NA,
2119C,"2,6,9-humulatriene",,NA,NA,NA,
2120C,"2,7-dimethyl-2,6-octadiene",,NA,NA,NA,
2121C,"2,7-dimethyl-oct-4(z)-ene-2,7-diol",,NA,NA,NA,
2122C,"2,7(14),10-bisabolatriene",,NA,NA,NA,
2123C,"2alpha-acetoxyamorpha-4,7(11)-diene",,NA,NA,NA,
2124C,2z-heptenyl acetate,,NA,NA,NA,
2125C,"2z,6e-dodecadienal",,NA,NA,NA,
2126C,3-(e)-hexen-1-ol,,NA,NA,NA,
2127C,3-(e)-hexen-1-olc,,NA,NA,NA,
2128C,"3-(z)-butylidene-4,5,6,7-tetrahydro -cis-6,7-dihydroxyphthalide",,NA,NA,NA,
2129C,3-(z)-butylidenephthalide,,NA,NA,NA,
2130C,3-(z)-hexenylacetate,,NA,NA,NA,
2131C,3-(z)-tetradecene,,NA,NA,NA,
2132C,3-6-dihydrochamazulene,,NA,NA,NA,
2133C,3-acetylanisole,,NA,NA,NA,
2134C,3-allyl-6-methoxyphenolt,,NA,NA,NA,
2135C,"3-alpha-acetoxyamorpha-4,7(11)-diene",,NA,NA,NA,
2136C,3-alpha-hydroxy-manol,,NA,NA,NA,
2137C,3-benzylpropanal,,NA,NA,NA,
2138C,3-beta-hydroxy-alpha-muurolene,,NA,NA,NA,
2139C,3-buten-2-ol,,NA,NA,NA,
2140C,3-buten-2-one,,NA,NA,NA,
2141C,3-butenol,,NA,NA,NA,
2142C,3-butenyl isothiocynate,,NA,NA,NA,
2143C,3-butylidenephthalide,,NA,NA,NA,
2144C,3-butylphthalide,,NA,NA,NA,
2145C,3-cis-cembrene a,,NA,NA,NA,
2146C,3-decanone,,NA,NA,NA,
2147C,3-delta-carene,,NA,NA,NA,
2148C,3-dodecanone,,NA,NA,NA,
2149C,3-dodecenal,,NA,NA,NA,
2150C,3-eicosyne,,NA,NA,NA,
2151C,3-ethenylpyridine,,NA,NA,NA,
2152C,"3-ethyl-1,4-pentadiene",,NA,NA,NA,
2153C,"3-ethyl-2,5-dimethylpyrazine",,NA,NA,NA,
2154C,3-ethyl-4-methyl-pentan-1-ol,,NA,NA,NA,
2155C,3-ethyl-4-methylpentanol,,NA,NA,NA,
2156C,3-ethyl-6-methoxy-2-naphtol,,NA,NA,NA,
2157C,3-ethyldibenzothiophene,,NA,NA,NA,
2158C,3-ethylphenol,,NA,NA,NA,
2159C,3-furfural,,NA,NA,NA,
2160C,3-heptanol,,NA,NA,NA,
2161C,3-hexanol,,NA,NA,NA,
2162C,3-hexanone,,NA,NA,NA,
2163C,3-hexen-1-ol,,NA,NA,NA,
2164C,3-hexenal,,NA,NA,NA,
2165C,3-hexenyl acetate,,NA,NA,NA,
2166C,3-hexenyl butyrate,,NA,NA,NA,
2167C,3-hexenyl formate,,NA,NA,NA,
2168C,3-hydro-farnesol,,NA,NA,NA,
2169C,3-hydroxy-4-phenyl-2-butanone,,NA,NA,NA,
2170C,"3-hydroxy-4,4-dimethyl-2-(3h)-furanone",,NA,NA,NA,
2171C,3-hydroxybutan-2-one,,NA,NA,NA,
2172C,3-hydroxylongifolaldehyde,,NA,NA,NA,
