compound_identifier,original_name,cleaned_name,IUPAC name,name_comments
2317C,"3,5,5-trimethyl-2-cyclopenten-1-one",,,
2318C,"3,5,5-trimethylcyclohexanone",,,
2319C,"3,6-dihydrochamazulene",,,
2320C,"3,6-dimethylhexahydrobenzofuran",,,
2321C,"3,6,6-trimethyl-2-norpinene",,,
2322C,"3,6,6,9-bisepoxyfarnesa-l,7(14),10-triene",,,
2323C,"3,7-dimethyl-1-octene-3,7-diol",,,
2324C,"3,7-dimethyl-1,5-octadien-3,7-diol",,,
2325C,"3,7-dimethyl-1,5-octadiene-3,7-diol",,,
2326C,"3,7-dimethyl-1,5,7-octatrien-3-ol",,,
2327C,"3,7-dimethyl-2,6-ocbutanoic acid",,,
2328C,"3,7-Dimethyl-2,6-octadienal",,,
2329C,"3,7-dimethyl-l,5,7-octatrien-3-ol",,,
2330C,"3,7-dimethyloct-1,5-dien-3,7-diol",,,
2331C,"3,7-dimethylocta-1,7-dien-3,6-diol",,,
2332C,"3,7-dimethyloctan-2-one",,,
2333C,"3,7-guaiadien",,,
2334C,"3,7-guaiadiene",,,
2335C,"3,7-selinadiene",,,
2336C,"3,7,11 -trimethyl-1,6,10-dodecatrien-3-ol",,,
2337C,"3,7,11,15-tetramethyl-2-hexadecane",,,
2338C,"3,7,1l,15-tetramethyl-hexadecene r",,,
2339C,"3,9-epoxy-mentha-1,8(10)-diene",,,
2340C,3Âž7-guaiadiene,,,
2341C,"4-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-2-butanone",,,
2342C,4-(4'-methyl-3'-pentenyl)-3-cyclohexenylpentyl ketone,,,
2343C,4-(4-methoxyphenyl)-2-butanone,,,
2344C,4-(4-methylphenyl)-pentanal,,,
2345C,4-acetyl-1-methylcyclohexane,,,
2346C,4-acetyl-1-methylcyclohexene,,,
2347C,4-alpha-copaenol,,,
2348C,4-alpha-hydroxygermacralpha-1-(10)-5-diene,,,
2349C,4-alpha-methoxyacetophenone,,,
2350C,"4-beta-h,10-alpha-h-guaia-1(5),6-diene",,,
2351C,"4-beta-h,5-beta-h-cis-eudesm-6-en-11-ol",,,
2352C,4-butylidenephthalide,,,
2353C,4-cuprenen-1-ol,,,
2354C,4-dehydroviridiflorol,,,
2355C,4-epi-acorenone,,,
2356C,4-epi-alpha-terpineol,,,
2357C,4-epi-beta-terpineol,,,
2358C,4-epi-cubebol,,,
2359C,4-epiabietal,,,
2360C,"4-ethyl-1,2-dimethylbenzene",,,
2361C,4-ethylguaiacol,,,
2362C,4-ethylguaicol,,,
2363C,4-ethylphenol,,,
2364C,4-furfural,,,
2365C,4-heptanol,,,
2366C,4-heptanone,,,
2367C,4-hexenylacetate,,,
2368C,4-hydoxyacetophenone,,,
2369C,4-hydroxy-3-methoxystyrene,,,
2370C,"4-hydroxy-3,4-dihydrocalacorene (isomer i)",,,
2371C,"4-hydroxy-3,4-dihydrocalacorene (isomer ii)",,,
2372C,4-hydroxy-4-methyl-2-pentanone,,,
2373C,"4-hydroxy-8,9-didehydrothymoldimethylether",,,
2374C,4-hydroxy-9-epi-beta-caryophyllene,,,
2375C,4-hydroxy-alpha-p-dimethyl-cyclohexanemethanol,,,
2376C,4-hydroxy-beta-ionone,,,
2377C,4-hydroxy phenol,,,
2378C,4-hydroxycarvotanacetone,,,
2379C,4-hydroxycryptone,,,
2380C,4-hydroxyphenethyl alcohol,,,
2381C,4-hydroxypiperitone,,,
2382C,4-hydroxythymoldimethylether,,,
2383C,4-hydrxypiperitone,,,
2384C,4-isopropenylcyclohex-2-enone,,,
2385C,4-isopropyl-2-cyclohexanone,,,
2386C,4-isopropyl-6-methyl-1-tetralone,,,
2387C,4-isopropylcyclohexenone,,,
2388C,4-isopropylheptane,,,
2389C,4-isopropylphenol,,,
2390C,4-isopropylsalicylaldehyde,,,
2391C,4-keto-isophorone,,,
2392C,4-ketoisophorone,,,
2393C,4-lsopropylphenol,,,
2394C,4-methoxy acetophenone,,,
2395C,4-methoxyacetophenone,,,
2396C,4-methoxybenzaldehyde,,,
2397C,4-methoxycinnamaldehyde,,,
2398C,4-methoxydiphenyl,,,
2399C,4-methoxymethylsalicylate,,,
2400C,4-methoxyphenethyl alcohol,,,
2401C,4-methoxyphenol,,,
2402C,4-methoxyphenylacetic acid,,,
2403C,4-methoxysafrole,,,
2404C,4-methoxysafrole (sarisan),,,
2405C,4-methyl-1-(1-methylethyl)-cyclohexane,,,
2406C,4-methyl-1-(2.3.4.5-tetrahydro-5-methyl[2.3'-bifuran]-5-yl)-2-pentanone,,,
2407C,4-methyl-1-hexanol,,,
2408C,4-methyl-2-(3-methyl-2-butenyl)-furan,,,
2409C,4-methyl-3-heptanone,,,
2410C,4-methyl-3-penten-2-one,,,
2411C,4-methyl-4-hepten-3-one,,,
2412C,4-methyl-4-hydroxy-2-pentanone,,,
2413C,4-methyl-5h-furan-2-one,,,
2414C,4-methylacetophenone,,,
2415C,4-methylbenzaldehyde,,,
2416C,4-methylbenzoylacetone,,,
2417C,4-methyldocosane,,,
2418C,4-methyleneisophorone,,,
2419C,4-methylguaiacol,,,
2420C,4-methylhexanal,,,
2421C,4-methylhexyl 2-methylbutyrate,,,
2422C,4-methylnonane,,,
2423C,4-methylpentan-1-ol,,,
2424C,4-methylpentanitrile,,,
2425C,4-methylpentanol,,,
2426C,4-methylpentyl-2-methylbutyrate,,,
2427C,4-methylpentyl isothiocynate,,,
2428C,4-methylpentylisovalerate,,,
2429C,4-methylphenol,,,
2430C,4-methylpyridine,,,
2431C,4-methyltetradecane,,,
2432C,4-methyltricosane,,,
2433C,4-nonanol,,,
2434C,4-nonanone,,,
2435C,4-octen-3-one,,,
2436C,"4-oxo-2,6-dimethylocta-2,7-diene",,,
2437C,"4-oxo-7,8-dihydro-beta-ionol",,,
2438C,4-oxo-beta-ionone,,,
2439C,4-oxoisophorone,,,
2440C,4-pentanylisothiocynate,,,
2441C,4-pentenylacetate,,,
2442C,4-pentenylpropionate,,,
2443C,4-phenyl-2-butanone,,,
2444C,4-phenyl-butan-2-one,,,
2445C,4-phenylbenzaldehyde,,,
2446C,4-phenylbutan-2-one,,,
2447C,4-phenylbutanal,,,
2448C,4-phenylbutylisothiocyanate,,,
2449C,4-phenyldodecane,,,
2450C,4-phenylphenyl-2-propenalyl ketone,,,
2451C,4-propylguaiacol,,,
2452C,4-thujen-2-alpha-yl acetate,,,
2453C,4-thujen-2-alpha-ylacetate,,,
2454C,4-tridecen-6-yne,,,
2455C,4-undecanone,,,
2456C,4-vinylguaiacol,,,
2457C,4-vinylphenol,,,
2458C,4(14)-salvialen-1-one,,,
2459C,4(15)-bourbonene,,,
2460C,4(15)-cubebene,,,
2461C,4(15)-dehydroglobulol,,,
2462C,"4,11-selinadiene",,,
2463C,"4,4-dimethylbut-2-enolide",,,
2464C,"4,4 – dimethyl – 3 – (3 – methyl but -",,,
2465C,"4,4,6-trimethyl-2-cyclohexen-1-one",,,
2466C,"4,5-di-epi-aristolochene",,,
2467C,"4,6-decadien",,,
2468C,"4,7-dimethyl-1-tetralone",,,
2469C,"4,8-beta-epoxy-caryophyllane",,,
2470C,"4,8-dimethyl-1,3-(e)-7-nonatriene",,,
2471C,"4,8-dimethyl-1,3,7-nonatriene",,,
2472C,"4,8-dimethylnona-1,3,7-triene",,,
2473C,"4,8-epoxyterpinolene",,,
2474C,"4,8,12-trimethyl-1,3-(e)-7-(e)-11-tridecatetraene",,,
2475C,"4,8,13-duvatriene-1,3-diol",,,
2476C,"4,9-muuroladien",,,
2477C,"4a-alpha,7-alpha,7a-alpha-nepetalactone",,,
2478C,"4a-alpha,7-alpha,7a-beta-nepetalactone",,,
2479C,"4a-alpha,7-beta,7a-alpha-nepetalactone",,,
2480C,"4a-beta,7-alpha,7a-alpha-nepetalactone",,,
2481C,4z-decenal,,,
2482C,"5-(3-buten-1-ynyl)-2,2â-bithiophene",,,
2483C,"5-(3-furyl),2-methyl-1-penten-3-one",,,
2484C,"5-(furyl),2-methyl-3-penten-2-ol",,,
2485C,5-3-hexenyl benzoate,,,
2486C,"5-azulenemethanol-1,2,3,4,5,6,7,8-octahydro-alpha,alpha,3,8-tetramethyl",,,
2487C,"5-beta-caryophylla-4(14),8(15)-diene",,,
2488C,5-beta-hydroxy-alpha-caryophyllene,,,
2489C,5-cedranone,,,
2490C,5-eicosene,,,
2491C,5-epi-7-epi-alpha-eudesmol,,,
2492C,5-epi-aristochene,,,
2493C,5-epi-aristolochene,,,
2494C,5-epi-neointermedeol,,,
2495C,5-epi-paradisol,,,
2496C,5-furfural,,,
2497C,5-guaien-11-ol,,,
2498C,5-guaiene-11-ol,,,
2499C,5-heptanone,,,
2500C,5-hepten-2-one,,,
2501C,5-hydroxy-p-menth-6-en-2-one,,,
2502C,5-hydroxycalamenene,,,
2503C,5-hydroxypentanal,,,
2504C,5-indanol,,,
2505C,5-iso-cedranol,,,
2506C,"5-methoxy-2,2-dimethylindan-1-one",,,
2507C,"5-methoxy-2,3-dimethylphenol",,,
2508C,5-methyl-(e)-3-hexen-2-one,,,
2509C,5-methyl-1-undecene,,,
2510C,5-methyl-2-furancarbozaldehyde,,,
2511C,5-methyl-2-furfural,,,
2512C,5-methyl-2-hexanal,,,
2513C,5-methyl-2-hexanone,,,
2514C,5-methyl-2-thiophenecarboxaldehyde,,,
2515C,5-methyl-3-hexen-2-one,,,
2516C,5-methyl-5-hepten-2-one,,,
2517C,5-methyldecane,,,
2518C,5-methylene-2-norbornene,,,
2519C,5-methylfurfural,,,
2520C,5-methylhexanal,,,
2521C,5-methylhexanitrile,,,
2522C,5-methylhexyl-2-methylbutyrate,,,
2523C,5-methylpentyl nitrile,,,
2524C,5-methylthiobutyl nitrile,,,
2525C,5-methylthiopentanitrile,,,
2526C,5-methylthiopentyl isothiocynate,,,
2527C,5-neo-cedranol,,,
2528C,5-oxosiliphiperfol-6-ene,,,
2529C,"5-phenyl-l,3-pentadiyne",,,
2530C,5-phenyldodecane,,,
2531C,5-phenyltridecane,,,
2532C,5-tridecanone,,,
2533C,5(e)-tetradecene,,,
2534C,"5(e),9(e)-farnesylacetone",,,
2535C,"5,3,4-trimetylbenzaldehyde",,,
2536C,"5,5-dimethyl-2(5h)-furanone",,,
2537C,"5,6-dihydrochamazulene",,,
2538C,"5,6,7,7a-tetrahydro-4,4,7a-trimethyl-2(4h)-benzofuranone",,,
2539C,"5,6,7,8-tetrahydro,3-methoxy,8,8-dimethyl,1,4-phenthrenedione",,,
2540C,"5,8,11-tetradecatrien-2-one",,,
2541C,"5,9-dimethyl-2-decanone",,,
2542C,"5â-methyl-5-(but-3-en-1-ynyl)-2,2â-bitiophene",,,
2543C,"6-(1'-hydroxyethyl)-2,2,dimethylchromene",,,
2544C,"6-(1'-hydroxyethyl)-7-methoxy-2,2-dimethylchromene",,,
2545C,"6-(10-hydroxylethyl)-7-methoxy-2,2-dimethychromene",,,
2546C,"6-alpha-hydroxy-germacralpha-1(10),4-diene",,,
2547C,"6-alpha-hydroxygermacra-1(10),4-dien and isomer",,,
2548C,6-cadinene,,,
2549C,6-camphenol,,,
2550C,6-camphenone,,,
2551C,6-campholenone,,,
2552C,6-camphonone,,,
2553C,"6-epi-6,9-epoxyfarnesa-l,7(14),10-trien-3-ol + 3,6-diepi-6,9-epoxyfarnesa-1,7(14),10-trien-3-ol",,,
2554C,6-epi-cubenol,,,
2555C,6-epi-shyobunone,,,
2556C,"6-ethenyltetrahydro-2,2,6-trimethyl-2h-pyran-3(4h)-one",,,
2557C,6-hydroxycarvone,,,
2558C,6-Hydroxytremetone,,,
2559C,"6-isopropenyl-4,8a-dimethyl-",,,
2560C,6-isopropyl-6-methyl-1-tetralone,,,
2561C,"6-methoxy-8,9-didehydrothymol isobutyrate",,,
2562C,6-methoxyelemicin,,,
2563C,6-methoxyquinoline-1-oxide,,,
2564C,6-methoxythymolisobutyrate,,,
2565C,6-methyl-2-heptanol,,,
2566C,6-methyl-2-heptanone,,,
2567C,6-methyl-3-heptanol,,,
2568C,6-methyl-3-hepten-2-one,,,
2569C,6-methyl-5-(3-methylphenyl)-2-heptanone,,,
2570C,6-methyl-5-heptadien-2-one,,,
2571C,6-methyl-5-heptanone,,,
2572C,6-methyl-5-hepten-2-one (sulcatone),,,
2573C,6-methyl-7-octen-2-one,,,
2574C,6-methyl-delta-hepten-2-one,,,
2575C,6-methyl-hept-5-en-2-one,,,
2576C,6-methyl heptenone,,,
2577C,"6-methylhepta-3,5-dien-2-one",,,
2578C,6-methylheptadecane,,,
2579C,6-methylheptan-2-ol,,,
2580C,6-methylheptanol,,,
2581C,6-paradol,,,
2582C,"6-phenyl-2,4-hexadiyne",,,
2583C,6-phenyldodecane,,,
2584C,6-phernyltridecane,,,
2585C,6-rnethyl-5-hepten-2-one,,,
2586C,6-shogoal,,,
2587C,"6-vinyl-7-methoxy-2,2-dimethylchromene",,,
2588C,6-vinyl-dimethoxyageratochromene,,,
2589C,"6(e),8(e)-heptadecadiene",,,
2590C,"6,10-dimethyl-2-undecanone",,,
2591C,"6,10-epoxybisabol-2-en-12-al",,,
2592C,"6,10-epoxybisabol-3-en-12-al",,,
2593C,"6,10,10-trimethyl-11-oxatricyclo-[7.2.1.0]dodscane-2-carbaldehyde",,,
2594C,"6,10,14-trimethyl-2-pentadecanone",,,
2595C,"6,10,14-trimethyl-2-pentadecaonone",,,
2596C,"6,10,14-trimethyl 2-pentadecanone",,,
2597C,"6,10,14-trimethylpentadecan-2-ol",,,
2598C,"6,10,14-trimethylpentadecanone",,,
2599C,"6,10,14 trimethyl-2-pentadecanone",,,
2600C,"6,10,14 trimethyl-2 pentadecanone",,,
2601C,"6,11-oxido acor-4-ene",,,
2602C,"6,3,4-trimetylbenzaldehyde",,,
2603C,"6,6,10-trimethyl-2-decalone",,,
2604C,"6,7-dehydroferruginol",,,
2605C,"6,7-dimethoxy-2,2-(2h)-benzopyran",,,
2606C,"6,7-epoxyhimachalene",,,
2607C,"6,7-epoxymyrcene",,,
2608C,"6,9-epoxyfarnesa-1,7(14),10-trien-3-ol + 3-epi-6,9-epoxyfarnesa-1,7(14),10-trien-3-ol",,,
2609C,"6,9-guaiadiene",,,
2610C,"6r,7r-bisabolone",,,
2611C,"6s,7r-bisabolone",,,
2612C,"6s,7r bisabolone",,,
2613C,"6z,10z-pseudophytol",,,
2614C,7-alpha-[h]-silphiperfol-5-ene,,,
2615C,7-alpha-h-silphiperfol-5-ene,,,
2616C,7-alpha-hydroxymanool,,,
2617C,7-beta-h-silphiperfol-5-ene,,,
2618C,7-beta-h-silphiperol-5-ene,,,
2619C,7-di-epi-beta-cedrene,,,
2620C,"7-epi-1,2-dehydrosesquicineole",,,
2621C,"7-epi-6,10-epoxybisabol-2-en- or -3-en-12-al",,,
2622C,7-epi-alpha-cedrene,,,
2623C,7-epi-alpha-eudesmol,,,
2624C,7-epi-alpha-eudesrnol,,,
2625C,7-epi-amiteol,,,
2626C,7-epi-bisabolone,,,
2627C,7-epi-gamma-eudesmol,,,
2628C,7-epi-gamma-sudesmol,,,
2629C,7-epi-helifolen-15-al,,,
2630C,7-epi-jasmonic acid,,,
2631C,7-epi-sesquithujene,,,
2632C,7-epi-silphiperfol-5-ene,,,
2633C,7-epi-y-eudesmol,,,
2634C,"7-ethyl-1,4-dimethylazulene",,,
2635C,"7-ethyl-3,6-dihydro-1,4-dimethylazulene",,,
2636C,"7-ethyl-5,6-dihydro-1,4-dimethylazulene",,,
2637C,7-ethyl-7-tridecanol,,,
2638C,"7-ethyl-l,4-dimethyl-azulene",,,
2639C,"7-hydroxy-2,2-dimethylchromene",,,
2640C,"7-hydroxyl-2,2-dimethylchromene",,,
2641C,"7-isobutyryloxy-8,9-didehydrothymolisobutyrate",,,
2642C,7-isobutyryloxythymolmethylether,,,
2643C,7-isoprenyloxycoumarin,,,
2644C,7-isoquinolinol,,,
2645C,7-methoxy-2-dimethy1-6-vinyl-2h-chromene,,,
2646C,7-octen-4-ol,,,
2647C,"7-phenylhept-2-ena-4,6-diynyl acetate",,,
2648C,7-tridecanone,,,
2649C,7 epi-alpha-eudesmol,,,
2650C,7 epi-alpha-selinene,,,
2651C,"7,12-dehydro-5,6,7,8-tetrahydrochamazulene",,,
2652C,"7,3,4-trimetylbenzaldehyde",,,
2653C,"7,8-epoxy-a-ionone*",,,
2654C,"7alphah,10betah-cadina-1(6),4-diene",,,
2655C,8-acetoxylinalool,,,
2656C,8-alpha-11-elemenediol,,,
2657C,8-alpha-11-elemodiol,,,
2658C,8-alpha-acetoxielemol,,,
2659C,8-beta-duprezianol,,,
2660C,8-beta-hydroxyisopimarene,,,
2661C,8-beta-hydroxysandaracopimarene,,,
2662C,"8-cedren-1,3-ol",,,
2663C,8-cedren-13-ol,,,
2664C,8-dodecenol,,,
2665C,8-heptadecene,,,
2666C,8-hydroxcyclo isolongifolol,,,
2667C,8-hydroxycarvone,,,
2668C,8-hydroxyisobornyl isobutyrate,,,
2669C,8-hydroxylinalool,,,
2670C,"8(14),15-sandaracopimaradien",,,
2671C,8(15)-cedren-9-alpha-yl-acetate,,,
2672C,8(15)-dien-5-p-ol,,,
2673C,"8,10-heptadecadiene-4,6-diyne-1,12-diol",,,
2674C,"8,10-heptadecane",,,
2675C,"8,12-drimen-11-ol",,,
2676C,"8,12-epoxy-14-labden-13-ol",,,
2677C,"8,12-epoxylabd-14-en-13-ol",,,
2678C,"8,12-epoxylabd-14-en-13-ol isomer",,,
2679C,"8,12.xi.-epoxyiabd-l4-en-l3.xi.-ol",,,
2680C,"8,13-dihydroxybisabola-2,10-diene",,,
2681C,"8,13-epoxy-15,16-dinorlabd-12-ene",,,
2682C,"8,3-epoxy-15,16-dinorlab-12-ene",,,
2683C,"8,3,4-trimetylbenzaldehyde",,,
2684C,"8,9-dehydrothymol",,,
2685C,"8,9-dehydrothymyl-2-methylbutyrate",,,
2686C,"8,9-dehydrothymyl angelate",,,
2687C,"8,9-dehydrothymylisobutyrate",,,
2688C,"8,9-dehydrothymylisovalerate",,,
2689C,"8,9-dehydrothymylmethacrylate",,,
2690C,"8,9-dehydrothymyltiglate",,,
2691C,"8,9-didehydrothymolisobutyrate",,,
2692C,"8,9-didehydrothymolmethyl ether",,,
2693C,"8,9-limonene epoxide-i",,,
2694C,"8,9-limonene epoxide-ii",,,
2695C,"8alpha,13-oxy-14-en-epilabdane",,,
2696C,"9-(15,16-dihydro-15-methylene-geranyl)-alpha-terpinene",,,
2697C,"9-(15,16-dihydro-15-methylene-geranyl)-p-cymene",,,
2698C,9-(2-methylbutyryloxy)thymol isobutyrate,,,
2699C,9-(2-methylbutyryloxy)thymol methylether,,,
2700C,9-(z)-tricosene,,,
2701C,9-decen-1-ol,,,
2702C,9-decenyl acetate,,,
2703C,9-decenylacetate,,,
2704C,9-dodecenol,,,
2705C,9-epi-(e)-caryophyllene,,,
2706C,9-epi-beta-caryophyllene,,,
2707C,"9-epi-caryophylla-1(12),8(15)-diene-14-ol",,,
2708C,9-epi-e-caryophyllene,,,
2709C,9-epi-presilphiperfolan-1-ol,,,
2710C,9-heptacosene,,,
2711C,9-hexacosane,,,
2712C,9-hexacosene,,,
2713C,9-hexadecanoic acid,,,
2714C,9-hexadecenoic acid,,,
2715C,9-isobutyryloxy thymol isobutyrate,,,
2716C,9-isobutyryloxy thymol methylether,,,
2717C,9-isovaleroxy thymol isobutyrate,,,
2718C,9-isovaleroxy thymol methyl ether,,,
2719C,9-methylnonadecane,,,
2720C,9-nonacosene,,,
2721C,9-octadecenal,,,
2722C,9-octadecenol,,,
2723C,9-oxopatchoulol,,,
2724C,9-pentacosene,,,
2725C,9-tetracosene,,,
2726C,"9,10-dehydroaromadendrene",,,
2727C,"9,10-epoxy isoaromadendrene",,,
2728C,"9,12-octadecadienol",,,
2729C,"9,12,15-octadecatrienoic acid",,,
2730C,"9,12,15-octadecatrienoic acid, ethyl ester",,,
2731C,"9,12,15-octadecatrienoic acid, ethylester",,,
2732C,"9,12,15-octadecatrienol",,,
2733C,A-germacrene,,,
2734C,"a heavy unsaturated ketone (rl=2369, m/z:41,126,97,53,69,81)",,,
2735C,a hexnylbutyrate,,,
2736C,a phenyletherester,,,
2737C,"a sesquiterpenic derivative (ri=2210, rn/z:41,43,187,202)",,,
2738C,"a,p-dimethylstyrene",,,
2739C,∆- 3-carene,,,
2740C,∆-cadinene,,,
2741C,â1-epi-cubenol,,,
2742C,"â1s,cis-calamene",,,
2743C,âalpha-bergamotene,,,
2744C,âalpha-calacorene,,,
2745C,âalpha-copaene,,,
2746C,âalpha-selinene,,,
2747C,âbeta-bisabolene,,,
2748C,âbeta-bourbonene,,,
2749C,âbeta-selinene,,,
2750C,âcarotol,,,
2751C,"âcaryophylla-3,8(13)-dien-5-beta-ol",,,
2752C,"âcaryophylla-4(12),8(13)-dien-5beta-ol",,,
2753C,âcaryophyllene oxide,,,
2754C,âcaryophyllenol-ii,,,
2755C,âcis-alpha-bisabolene,,,
2756C,âcryptomerione,,,
2757C,âcubenol,,,
2758C,âdehydroaromadendrene,,,
2759C,âdelta-cadinene,,,
2760C,âisospathulenol,,,
2761C,âmustakone,,,
2762C,âspathulenol,,,
2763C,âtrans-caryophyllene,,,
2764C,abienol,,,
2765C,"abieta-7,13-diene",,,
2766C,"abieta-7,13-diene-3-one",,,
2767C,"abieta-8(14),13(15)-diene",,,
2768C,"abieta-8,12-diene",,,
2769C,abietadiene,,,
2770C,abietal,,,
2771C,abietatrene,,,
2772C,abietol,,,
2773C,acarone,,,
2774C,acenaphthene,,,
2775C,acenaphthylene,,,
2776C,acetaldehyde,,,
2777C,aceteugenol,,,
2778C,aceticÂ acidÂ octylÂ ester,,,
2779C,acetoin,,,
2780C,acetone,,,
2781C,acetone (solvent),,,
2782C,acetophenone,,,
2783C,acetovanillone,,,
2784C,acetyl dihydroalthene,,,
2785C,acetyl eugenol,,,
2786C,acetyl furan,,,
2787C,acids,,,
2788C,aciphyllene,,,
2789C,"acora-2,4-diene",,,
2790C,"acora-2,4(15)-dien-11-ol",,,
2791C,"acora-3(10),14-diene",,,
2792C,"acora-3,5-dien-11-ol",,,
2793C,"acora-7(11),9-dien-2-one",,,
2794C,acoradiene isomer,,,
2795C,"acoralpha-3,5-diene",,,
2796C,"acoralpha-3,7(14)-diene",,,
2797C,acorenone,,,
2798C,acorenone derivative (isomer),,,
2799C,"acorone, isomer 1",,,
2800C,"acorone, isomer 2",,,
2801C,ơ-3-carene,,,
2802C,agarospiol,,,
2803C,agarospirol,,,
2804C,ageratochromene,,,
2805C,albene,,,
2806C,"alcanes, alkenes",,,
2807C,alcohol,,,
2808C,alcohols,,,
2809C,alcohols and phenols,,,
2810C,aldehydes,,,
2811C,aliphatic compounds,,,
2812C,aliphatics,,,
2813C,alismol,,,
2814C,alkylangelate,,,
2815C,alkyltiglate,,,
2816C,alliphatic hydrocarbons c17-c30,,,
2817C,allo-alloaromadendrene epoxide,,,
2818C,allo-aramadendrene,,,
2819C,allo-ariomadendrene,,,
2820C,allo-aromadendene-7-ol,,,
2821C,allo-aromadenderne,,,
2822C,allo-aromadendr-9-ene,,,
2823C,allo-aromadendrene oxide,,,
2824C,allo-aromadendrene*,,,
2825C,allo-aromadendrened,,,
2826C,allo-aromadendreneepoxide,,,
2827C,allo-aromadendreneoxide,,,
2828C,allo-aromadenedrene,,,
2829C,Allo-Aromadrendene,,,
2830C,allo-aromandrene,,,
2831C,allo-cedrol,,,
2832C,allo-davanone,,,
2833C,alloÂ aromadendrene,,,
2834C,alloaromadendrene,,,
2835C,alloaromadendrene oxide – (2),,,
2836C,alloaromadrene,,,
2837C,allohimachalol,,,
2838C,alloocimene,,,
2839C,allyl cyclohexyl propanoate,,,
2840C,allyl isovalerate,,,
2841C,allyl octanoate,,,
2842C,allylhexanoate,,,
2843C,allylisothiocynate,,,
2844C,alpha--Muurolol,,,
2845C,alpha- copaene,,,
2846C,alpha- cubebene,,,
2847C,alpha- guaiene,,,
2848C,alpha- phellandrene,,,
2849C,alpha- pinene,,,
2850C,alpha- selinene,,,
2851C,alpha- thujene,,,
2852C,alpha-(e)-ionone,,,
2853C,alpha-10-di epi-cubenol,,,
2854C,alpha-11-selinen-4-ol,,,
2855C,alpha-acoradien,,,
2856C,alpha-acoradiene,,,
2857C,alpha-acoradiene`,,,
2858C,alpha-acorenol,,,
2859C,alpha-acorenol isomer,,,
2860C,alpha-acorenol+ n.i.,,,
2861C,alpha-acorenole,,,
2862C,alpha-agarofuran,,,
2863C,alpha-amyrenone,,,
2864C,alpha-amyrin,,,
2865C,alpha-ar-himachalene,,,
2866C,alpha-asarone,,,
2867C,alpha-atlantone,,,
2868C,alpha-barbatene,,,
2869C,alpha-bergamotal,,,
2870C,alpha-biabolol,,,
2871C,alpha-bisabol-1-one,,,
2872C,alpha-bisabolene oxide,,,
2873C,alpha-bisabolo,,,
2874C,alpha-bisabolol + other sesquiterpene derivatives,,,
2875C,alpha-bisabolol oxide a,,,
2876C,alpha-bisabolol oxide b,,,
2877C,alpha-bisabolold,,,
2878C,alpha-bisabololoxide,,,
2879C,alpha-bisabololoxide a,,,
2880C,alpha-bisabolone,,,
2881C,alpha-bisabolone oxide a,,,
2882C,alpha-bisaboloneoxide a,,,
2883C,alpha-bisaboloneoxide b,,,
2884C,alpha-bisabolylacetate,,,
2885C,alpha-bourbonene,,,
2886C,alpha-Bulnesene epoxide,,,
2887C,alpha-cadinene+alpha-calacorene,,,
2888C,alpha-cadineno,,,
2889C,alpha-cadinol + n.i. (m 220),,,
2890C,alpha-cadinol isomer,,,
2891C,alpha-cadinolc,,,
2892C,alpha-cadrol,,,
2893C,alpha-calacorene-i,,,
2894C,alpha-calacorene-ii,,,
2895C,alpha-calacorene+alpha-agarofuran,,,
2896C,alpha-calacrene,,,
2897C,alpha-calamenene,,,
2898C,alpha-calarorene,,,
2899C,alpha-calcorene,,,
2900C,alpha-calocorene,,,
2901C,alpha-camphene,,,
2902C,alpha-camphenolicaldehyde,,,
2903C,alpha-campholenalaldehyde,,,
2904C,alpha-campholene aldehyde,,,
2905C,alpha-campholene aldehyde (+ alpha-copaene),,,
2906C,alpha-campholeneÂ aldehyde,,,
2907C,alpha-campholenealcohol,,,
2908C,alpha-campholenol,,,
2909C,alpha-camphonal,,,
2910C,alpha-camphonelal,,,
2911C,alpha-cardinene,,,
2912C,alpha-cardinol,,,
2913C,alpha-cariophylene,,,
2914C,alpha-caryophylladienol,,,
2915C,alpha-caryophyllene alcohol,,,
2916C,alpha-caryophyllenyl alcohol,,,
2917C,alpha-cedranol,,,
2918C,alpha-cedrene epoxide,,,
2919C,alpha-cedrene isomer,,,
2920C,alpha-cedrol,,,
2921C,alpha-celinene,,,
2922C,alpha-cendrene,,,
2923C,alpha-chamigrene,,,
2924C,alpha-chamipinene,,,
2925C,alpha-cis-bergamotene,,,
2926C,alpha-cis-santalol,,,
2927C,alpha-citral,,,
2928C,alpha-citronellol,,,
2929C,alpha-coapaene,,,
2930C,alpha-colcorene,,,
2931C,alpha-comphlenal,,,
2932C,alpha-copaen,,,
2933C,alpha-copaen-11-ol,,,
2934C,alpha-copaen-8-ol,,,
2935C,alpha-copaene/biphenyl,,,
2936C,alpha-copaene+dihydroedulan-ii,,,
2937C,alpha-copeane,,,
2938C,alpha-corocalene,,,
2939C,alpha-costol,,,
2940C,alpha-cubebeno,,,
2941C,alpha-cubene,,,
2942C,alpha-cubenene,,,
2943C,alpha-cubenol,,,
2944C,alpha-cuparene,,,
2945C,"alpha-cuprenene+(e,e)-alpha-farnesene",,,
2946C,alpha-curjunene,,,
2947C,alpha-cyclocitral,,,
2948C,alpha-cyclocostunolide,,,
2949C,alpha-cyclogeraniol,,,
2950C,alpha-cyperone,,,
