pid,pname (v 1.0),scientificName (gbif),Normalized name,Details,Error,kingdom,phylum,class,order,family,genus,species
566,Eucalyptus albens,Eucalyptus albens Miq.,Eucalyptus albens,Miq.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus albens
567,Eucalyptus blakelyi,Eucalyptus blakelyi Maiden,Eucalyptus blakelyi,Maiden,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus blakelyi
568,Eucalyptus brachyphylla,Eucalyptus brachyphylla C.A.Gardner,Eucalyptus brachyphylla,C.A.Gardner,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus brachyphylla
569,Eucalyptus camaldulensis,Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis,Dehnh.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis
570,Eucalyptus camaldulensis var. Catharine,Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis,Dehnh. var. Catharine,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis
571,Eucalyptus camaldulensis var. mysore,Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis ,Dehnh. var. mysore,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis
572,Eucalyptus citriodora,Eucalyptus citriodora Hook.,Eucalyptus citriodora,Hook.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,Corymbia citriodora
573,Eucalyptus citriodora x E.torelliana,Plantae,Eucalyptus citriodora x E.torelliana,Hybrid,The latter species - mentioned in the cross - could not be found,Plantae,,,,,,
574,Eucalyptus cladocalyx,Eucalyptus cladocalyx F.Muell.,Eucalyptus cladocalyx,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus cladocalyx
575,Eucalyptus crucis,Eucalyptus crucis Maiden,Eucalyptus crucis,Maiden,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus crucis
576,Eucalyptus dalrympleana,Eucalyptus dalrympleana Maiden,Eucalyptus dalrympleana,Maiden,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus dalrympleana
577,Eucalyptus dealbata,Eucalyptus dealbata Schauer,Eucalyptus dealbata,Schauer,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus dealbata
578,Eucalyptus deanei,Eucalyptus deanei Maiden,Eucalyptus deanei,Maiden,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus deanei
579,Eucalyptus decaisneana,Eucalyptus decaisneana Bl.,Eucalyptus decaisneana,Bl.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus obliqua
580,Eucalyptus deglupta,Eucalyptus deglupta Blume,Eucalyptus deglupta,Blume,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus deglupta
581,Eucalyptus dives,Eucalyptus dives Schauer,Eucalyptus dives,Schauer,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus dives
582,Eucalyptus dura,Eucalyptus dura L.A.S.Johnson & K.D.Hill,Eucalyptus dura,L.A.S.Johnson & K.D.Hill,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus dura
583,Eucalyptus gigantangion,Eucalyptus gigantangion L.A.S.Johnson & K.D.Hill,Eucalyptus gigantangion,L.A.S.Johnson & K.D.Hill,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus gigantangion
584,Eucalyptus globulus,Eucalyptus globulus Labill.,Eucalyptus globulus,Labill.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus globulus
585,Eucalyptus grandis,Eucalyptus grandis W.Hill ex Maiden,Eucalyptus grandis,W.Hill ex Maiden,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus grandis
586,Eucalyptus gunnii,Eucalyptus gunnii Hook.f.,Eucalyptus gunnii,Hook.f.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus gunnii
587,Eucalyptus houseana,Eucalyptus houseana Maiden,Eucalyptus houseana,Maiden,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus houseana
588,Eucalyptus intertexta,Eucalyptus intertexta R.T.Baker,Eucalyptus intertexta,R.T.Baker,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus intertexta
589,Eucalyptus kingsmillii,Eucalyptus kingsmillii (Maiden) Maiden & Blakely,Eucalyptus kingsmillii,(Maiden) Maiden & Blakely,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus kingsmillii
590,Eucalyptus kruseana,Eucalyptus kruseana F.Muell.,Eucalyptus kruseana,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus kruseana
591,Eucalyptus largiflorens,Eucalyptus largiflorens F.Muell.,Eucalyptus largiflorens,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus largiflorens
592,Eucalyptus leucoxylon,Eucalyptus leucoxylon F.Muell.,Eucalyptus leucoxylon,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus leucoxylon
593,Eucalyptus loxophleba,Eucalyptus loxophleba Benth.,Eucalyptus loxophleba,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus loxophleba
594,Eucalyptus macrocarpa,Eucalyptus macrocarpa Hook.,Eucalyptus macrocarpa,Hook.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus macrocarpa
595,Eucalyptus maculata,Eucalyptus maculata Hook.,Eucalyptus maculata,Hook.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,Corymbia maculata
596,Eucalyptus microcorys,Eucalyptus microcorys F.Muell.,Eucalyptus microcorys,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus microcorys
597,Eucalyptus microtheca,Eucalyptus microtheca F.Muell.,Eucalyptus microtheca,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus microtheca
598,Eucalyptus miniata,Eucalyptus miniata A.Cunn. ex Schauer,Eucalyptus miniata,A.Cunn. ex Schauer,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus miniata
599,Eucalyptus nesophila,Eucalyptus nesophila Blakely,Eucalyptus nesophila,Blakely,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,Corymbia nesophila
600,Eucalyptus nitens,Eucalyptus nitens Maiden,Eucalyptus nitens,Maiden,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus nitens
601,Eucalyptus orbifolia,Eucalyptus orbifolia F.Muell.,Eucalyptus orbifolia,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus orbifolia
602,Eucalyptus ovata,Eucalyptus ovata Labill.,Eucalyptus ovata,Labill.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus ovata
603,Eucalyptus polycarpa,Eucalyptus polycarpa F.Müll.,Eucalyptus polycarpa,F.Müll.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,Corymbia polycarpa
604,Eucalyptus propinqua,Eucalyptus propinqua Deane & Maiden,Eucalyptus propinqua,Deane & Maiden,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus propinqua
605,Eucalyptus punctata,Eucalyptus punctata DC.,Eucalyptus punctata,DC.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus punctata
606,Eucalyptus radiata,Eucalyptus radiata DC.,Eucalyptus radiata,DC.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus radiata
607,Eucalyptus raveretiana,Eucalyptus raveretiana F.Muell.,Eucalyptus raveretiana,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus raveretiana
608,Eucalyptus robusta,Eucalyptus robusta Sm.,Eucalyptus robusta,Sm.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus robusta
609,Eucalyptus saligna,Eucalyptus saligna Sm.,Eucalyptus saligna,Sm.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus saligna
610,Eucalyptus sideroxylon,Eucalyptus sideroxylon A.Cunn. ex Woolls,Eucalyptus sideroxylon,A.Cunn. ex Woolls,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus sideroxylon
611,Eucalyptus tereticornis,Eucalyptus tereticornis Sm.,Eucalyptus tereticornis,Sm.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus tereticornis
612,Eucalyptus torelliana,Eucalyptus torelliana F.Müll.,Eucalyptus torelliana,F.Müll.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,Corymbia torelliana
613,Eucalyptus urophylla,Eucalyptus urophylla S.T.Blake,Eucalyptus urophylla,S.T.Blake,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus urophylla
614,Eucalyptus viminali,Eucalyptus viminalis Labill.,Eucalyptus viminalis,Labill.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus viminalis
615,Eucalyptus viridiflora,Eucalyptus coccifera var. viridifolia Summerh,Eucalyptus viridiflora,unresolved,Unable to find this entry,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus coccifera
616,Eugenia acapulcensis,Eugenia acapulcensis Steud.,Eugenia acapulcensis,Steud.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia acapulcensis
617,Eugenia arenosa,Eugenia arenosa Mattos,Eugenia arenosa,Mattos,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia arenosa
618,Eugenia argentea,Eugenia argentea Bedd.,Eugenia argentea,Bedd.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia argentea
619,Eugenia axillaris,Eugenia axillaris Willd.,Eugenia axillaris,Willd.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia axillaris
620,Eugenia bacopari,Eugenia bacopari D.Legrand,Eugenia bacopari,D.Legrand,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia bacopari
621,Eugenia beaurepaireana,Eugenia beaurepaireana (Kiaersk.) C.D.Legrand,Eugenia beaurepaireana,(Kiaersk.) C.D.Legrand,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia ternatifolia
622,Eugenia brasiliensis,Eugenia brasiliensis Lam.,Eugenia brasiliensis,Lam.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia brasiliensis
623,Eugenia burkartiana,Eugenia burkartiana (D.Legrand) D.Legrand,Eugenia burkartiana,(D.Legrand) D.Legrand,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia burkartiana
624,Eugenia catharinensis,Eugenia catharinensis D.Legrand,Eugenia catharinensis,D.Legrand,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia catharinensis
625,Eugenia chlorophylla,Eugenia chlorophylla O.Berg,Eugenia chlorophylla,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia chlorophylla
626,Eugenia copacabanensis,Eugenia copacabanensis Kiaersk.,Eugenia copacabanensis,Kiaersk.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia copacabanensis
627,Eugenia cuprea,Eugenia cuprea (O.Berg) Mattos,Eugenia cuprea,(O.Berg) Mattos,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia cuprea
628,Eugenia dimorpha,Eugenia dimorpha O.Berg,Eugenia dimorpha,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia dimorpha
629,Eugenia dysenterica,Eugenia dysenterica DC.,Eugenia dysenterica,DC.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia dysenterica
630,Eugenia florida,Eugenia florida DC.,Eugenia florida,DC.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia florida
631,Eugenia foetida,Eugenia foetida Pers.,Eugenia foetida,Pers.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia foetida
632,Eugenia hyemalis,Eugenia hiemalis Cambess.,Eugenia hiemalis,Cambess.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia hiemalis
633,Eugenia joenssonii,Eugenia joenssonii Kausel,Eugenia joenssonii,Kausel,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia joenssonii
634,Eugenia klappenbachiana,Eugenia klappenbachiana Mattos & D.Legrand,Eugenia klappenbachiana,Mattos & D.Legrand,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia klappenbachiana
635,Eugenia mansoi,Eugenia mansoi Berg,Eugenia mansoi,Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia mansoi
636,Eugenia mattosii,Eugenia mattosii D.Legrand,Eugenia mattosii,D.Legrand,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia mattosii
637,Eugenia melanadenia,Eugenia melanadenia Krug & Urb.,Eugenia melanadenia,Krug & Urb.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia melanadenia
638,Eugenia moraviana,Eugenia moraviana O.Berg,Eugenia moraviana,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia moraviana
639,Eugenia moravianu,Eugenia moraviana O.Berg,Eugenia moraviana,O.Berg,Typographical error in specific epithet and duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia moraviana
640,Eugenia multicostata,Eugenia multicostata D.Legrand,Eugenia multicostata,D.Legrand,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia multicostata
641,Eugenia nitida,Eugenia nitida Cambess.,Eugenia nitida,Cambess.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,
642,Eugenia octopleura,Eugenia octopleura Krug & Urb.,Eugenia octopleura,Krug & Urb.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia octopleura
643,Eugenia ovalifolia,Eugenia ovalifolia Cambess.,Eugenia ovalifolia,Cambess.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia punicifolia
644,Eugenia pitanga,Eugenia pitanga (Berg) Niedenzu,Eugenia pitanga,(Berg) Niedenzu,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia pitanga
645,Eugenia platysema,Eugenia platysema O.Berg,Eugenia platysema,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia platysema
646,Eugenia pluriflora,Eugenia pluriflora DC.,Eugenia pluriflora,DC.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia pluriflora
647,Eugenia punicifolia,Eugenia punicifolia (Kunth) DC.,Eugenia punicifolia,(Kunth) DC.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia punicifolia
648,Eugenia pyriformis,Eugenia pyriformis Cambess.,Eugenia pyriformis,Cambess.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia pyriformis
649,Eugenia ramboi,Eugenia ramboi D.Legrand,Eugenia ramboi,D.Legrand,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia ramboi
650,Eugenia repanda,Eugenia repanda O.Berg,Eugenia repanda,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia repanda
651,Eugenia rhombea,Eugenia rhombea Krug & Urb. ex Urb.,Eugenia rhombea,Krug & Urb. ex Urb.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia rhombea
652,Eugenia rocana,Eugenia rocana Britton & P.Wilson,Eugenia rocana,Britton & P.Wilson,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia rocana
653,Eugenia rottleriana,Eugenia rottleriana Wight & Arn.,Eugenia rottleriana,Wight & Arn.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia rottleriana
654,Eugenia rotundifolia,Eugenia rotundifolia Casar.,Eugenia rotundifolia,Casar.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia astringens
655,Eugenia sp.,Eugenia Mich. ex L.,Eugenia sp.,unresolved,species not specifically mentioned,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,
656,Eugenia speciosa,Eugenia speciosa Cambess.,Eugenia speciosa,Cambess.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia speciosa
657,Eugenia stigmatosa,Eugenia stigmatosa DC.,Eugenia stigmatosa,DC.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia stigmatosa
658,Eugenia stipitata,Eugenia stipitata McVaugh,Eugenia stipitata,McVaugh,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia stipitata
659,Eugenia sulcata,Eugenia sulcata Spring ex Mart.,Eugenia sulcata,Spring ex Mart.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia sulcata
660,Eugenia umbelliflora,Eugenia umbelliflora O.Berg,Eugenia umbelliflora,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia umbelliflora
661,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,L.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia uniflora
662,Eugenia uruguayensis,Eugenia uruguayensis Cambess.,Eugenia uruguayensis,Cambess.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia uruguayensis
663,Eugenia xiriricana,Eugenia xiriricana Mattos,Eugenia xiriricana,Mattos,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia xiriricana
664,Eupatorium cannabinum,Eupatorium cannabinum L.,Eupatorium cannabinum,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,Eupatorium cannabinum
665,Eupatorium capillifolum,Eupatorium capillifolium Small.,Eupatorium capillifolium,Small.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,Eupatorium capillifolium
666,Eupatorium coelestinum,Eupatorium coelestinum Michx.,Eupatorium coelestinum,Michx.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,Eupatorium coelestinum
667,Eupatorium triplinerve,Eupatorium triplinerve Vahl,Eupatorium triplinerve,Vahl,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ayapana,Ayapana triplinervis
668,Falcaria falcarioides,Falcaria falcarioides (Bornm. & Wolff) Wolff,Falcaria falcarioides,(Bornm. & Wolff) Wolff,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Gongylosciadium,Gongylosciadium falcarioides
669,Feijoa sellowiana,Feijoa sellowiana (O.Berg) O.Berg,Feijoa sellowiana,(O.Berg) O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Acca,Acca sellowiana
670,Feroniella lucida,Feroniella lucida (Scheff.) Swingle,Feroniella lucida,(Scheff.) Swingle,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus lucida
671,Ferula assa-foetida,Ferula assa-foetida L.,Ferula assa-foetida,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula assa-foetida
672,Ferula communis,Ferula communis L.,Ferula communis,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula communis
673,Ferula galbaniflua,Ferula galbaniflua Boiss. & Buhse,Ferula galbaniflua,Boiss. & Buhse,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula gummosa
674,Ferula glauca,Ferula glauca L.,Ferula glauca,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula glauca
675,Ferula gummosa,Ferula gummosa Boiss.,Ferula gummosa,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula gummosa
676,Ferula hirtella,Ferula hirtella Boiss.,Ferula hirtella,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula szowitsiana
677,Ferula macrocolea,Ferula macrocolea Boiss.,Ferula macrocolea,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula macrocolea
678,Ferula microcolea,Ferula microcolea Boiss.,Ferula microcolea,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula microcolea
679,Ferula ovina,Ferula ovina Boiss.,Ferula ovina,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula ovina
680,Ferula szowitsiana,Ferula szowitsiana DC.,Ferula szowitsiana,DC.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula szowitsiana
681,Ferulago angulata,Ferulago angulata Boiss.,Ferulago angulata,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferulago,Ferulago angulata
682,Ferulago carduchorum,Ferulago carduchorum Boiss. & Hausskn. ex Boiss.,Ferulago carduchorum,Boiss. & Hausskn. ex Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferulago,Ferulago carduchorum
683,Ferulago confusa,Ferulago confusa Velen.,Ferulago confusa,Velen.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferulago,Ferulago sylvatica
684,Ferulago contracta,Ferulago contracta Boiss. & Hausskn. ex Boiss.,Ferulago contracta,Boiss. & Hausskn. ex Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferulago,Ferulago contracta
685,Ferulago longistylis,Ferulago longistylis Boiss.,Ferulago longistylis,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,Prangos longistylis
686,Ferulago phialocarpa,Ferulago phialocarpa Rech.f. & Riedl,Ferulago phialocarpa,Rech.f. & Riedl,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferulago,Ferulago phialocarpa
687,Ficus benjamina,Ficus benjamina L.,Ficus benjamina,L.,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus benjamina
688,Fimbristylis falcata,Fimbristylis falcata (Vahl) Kunth,Fimbristylis falcata,(Vahl) Kunth,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis,Fimbristylis falcata
689,Fitzroya cupressoides,Fitzroya cupressoides I.M.Johnst.,Fitzroya cupressoides,I.M.Johnst.,,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Fitzroya,Fitzroya cupressoides
690,Flaveria linearis,Flaveria linearis Lag.,Flaveria linearis,Lag.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Flaveria,Flaveria linearis
