Compound_name,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
trans -beta-caryophyllene,trans -beta-caryophyllene,,trans -beta-caryophyllene is unparsable due to the following being uninterpretable: trans -beta-caryophyllene The following was not parseable: -beta-caryophyllene
trans linalool oxide,trans linalool oxide,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"">trans</stereoChemistry> could refer unambiguously to"
trans-a-bergamotene,trans-a-bergamotene,,trans-a-bergamotene is unparsable due to the following being uninterpretable: trans-a-bergamotene The following was not parseable: a-bergamotene
trans-alpha-bergamotene,trans-alpha-bergamotene,,trans-alpha-bergamotene is unparsable due to the following being uninterpretable: trans-alpha-bergamotene The following was not parseable: bergamotene
trans-alpha-bisabolene,trans-alpha-bisabolene,,trans-alpha-bisabolene is unparsable due to the following being uninterpretable: trans-alpha-bisabolene The following was not parseable: abolene
trans-beta-bergamotene,trans-beta-bergamotene,,trans-beta-bergamotene is unparsable due to the following being uninterpretable: trans-beta-bergamotene The following was not parseable: bergamotene
trans-beta-caryophyllene,trans-beta-caryophyllene,,trans-beta-caryophyllene is unparsable due to the following being uninterpretable: trans-beta-caryophyllene The following was not parseable: yophyllene
trans-beta-elemenone,trans-beta-elemenone,,trans-beta-elemenone is unparsable due to the following being uninterpretable: trans-beta-elemenone The following was not parseable: lemenone
trans-beta-farnesene,trans-beta-farnesene,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
trans-beta-guaiene,trans-beta-guaiene,,trans-beta-guaiene is unparsable due to the following being uninterpretable: trans-beta-guaiene The following was not parseable: guaiene
trans-beta-ocimene,trans-beta-ocimene,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
"trans-cadina-1(6),4-diene","trans-cadina-1(6),4-diene",,"trans-cadina-1(6),4-diene'' is unparsable due to the following being uninterpretable: ''trans-cadina-1(6),4-diene'' The following was not parseable: ''trans-cadina-1(6),4-diene''"
trans-calamenene,trans-calamenene,,trans-calamenene is unparsable due to the following being uninterpretable: trans-calamenene The following was not parseable: calamenene
trans-calmenene,trans-calmenene,,trans-calmenene is unparsable due to the following being uninterpretable: trans-calmenene The following was not parseable: calmenene
trans-carveol,trans-carveol,,trans-carveol is unparsable due to the following being uninterpretable: trans-carveol The following was not parseable: veol
trans-caryophyllene,trans-caryophyllene,,trans-caryophyllene is unparsable due to the following being uninterpretable: trans-caryophyllene The following was not parseable: yophyllene
trans-chrysanthemal,trans-chrysanthemal,,trans-chrysanthemal is unparsable due to the following being uninterpretable: trans-chrysanthemal The following was not parseable: anthemal
trans-chrysanthenol,trans-chrysanthenol,,trans-chrysanthenol is unparsable due to the following being uninterpretable: trans-chrysanthenol The following was not parseable: anthenol
trans-chrysanthenyl acetate,trans-chrysanthenyl acetate,,trans-chrysanthenyl acetate is unparsable due to the following being uninterpretable: trans-chrysanthenyl acetate The following was not parseable: anthenyl acetate
trans-dihydrocarvone,trans-dihydrocarvone,,trans-dihydrocarvone is unparsable due to the following being uninterpretable: carvone The following was not parseable: vone
trans-dihydrocarvyl acetate,trans-dihydrocarvyl acetate,,trans-dihydrocarvyl acetate is unparsable due to the following being uninterpretable: carvyl acetate The following was not parseable: vyl acetate
trans-ethyl cinnamate,trans-ethyl cinnamate,"InChI=1/C11H12O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-9H,2H2,1H3/b9-8+",
trans-limonene oxide,trans-limonene oxide,,trans-limonene oxide is unparsable due to the following being uninterpretable: trans-limonene oxide The following was not parseable: imonene oxide
trans-linalool oxide,trans-linalool oxide,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
trans-linalool oxide (furanoid),trans-linalool oxide (furanoid),,trans-linalool oxide (furanoid) is unparsable due to the following being uninterpretable: oid) The following was not parseable: )
trans-linalool oxide (pyranoid),trans-linalool oxide (pyranoid),,trans-linalool oxide (pyranoid) is unparsable due to the following being uninterpretable: oid) The following was not parseable: )
trans-linalool oxide acetate (pyranoid),trans-linalool oxide acetate (pyranoid),,trans-linalool oxide acetate (pyranoid) is unparsable due to the following being uninterpretable: oid) The following was not parseable: )
trans-mentha-1(7)8-dien-2-ol,trans-mentha-1(7)8-dien-2-ol,,trans-mentha-1(7)8-dien-2-ol is unparsable due to the following being uninterpretable: trans-mentha-1(7)8-dien-2-ol The following was not parseable: 8-dien-2-ol
"trans-muurola-3,5-diene","trans-muurola-3,5-diene",,"trans-muurola-3,5-diene'' is unparsable due to the following being uninterpretable: ''trans-muurola-3,5-diene'' The following was not parseable: ''trans-muurola-3,5-diene''"
trans-p-menth-2-en-1-ol,trans-p-menth-2-en-1-ol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
"trans-p-mentha-1(7),8-dien-2-ol","trans-p-mentha-1(7),8-dien-2-ol",,"trans-p-mentha-1(7),8-dien-2-ol'' is unparsable due to the following being uninterpretable: ''trans-p-mentha-1(7),8-dien-2-ol'' The following was not parseable: ''trans-p-mentha-1(7),8-dien-2-ol''"
trans-phytol,trans-phytol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
trans-pinene hydrate,trans-pinene hydrate,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
trans-pinocarveol,trans-pinocarveol,,trans-pinocarveol is unparsable due to the following being uninterpretable: trans-pinocarveol The following was not parseable: carveol
trans-piperitone oxide,trans-piperitone oxide,,trans-piperitone oxide is unparsable due to the following being uninterpretable: trans-piperitone oxide The following was not parseable: piperitone oxide
trans-rose oxide,trans-rose oxide,,trans-rose oxide is unparsable due to the following being uninterpretable: trans-rose oxide The following was not parseable: ose oxide
trans-sabinene hydrate,trans-sabinene hydrate,,trans-sabinene hydrate is unparsable due to the following being uninterpretable: trans-sabinene hydrate The following was not parseable: sabinene hydrate
trans-sabinol,trans-sabinol,,trans-sabinol is unparsable due to the following being uninterpretable: trans-sabinol The following was not parseable: sabinol
trans-sabinyl acetate,trans-sabinyl acetate,,trans-sabinyl acetate is unparsable due to the following being uninterpretable: trans-sabinyl acetate The following was not parseable: sabinyl acetate
trans-theaspirane,trans-theaspirane,,trans-theaspirane is unparsable due to the following being uninterpretable: trans-theaspirane The following was not parseable: theaspirane
trans-thujone,trans-thujone,,trans-thujone is unparsable due to the following being uninterpretable: trans-thujone The following was not parseable:
trans-verbenol,trans-verbenol,,trans-verbenol is unparsable due to the following being uninterpretable: trans-verbenol The following was not parseable: verbenol
trans-verbenyl acetate,trans-verbenyl acetate,,trans-verbenyl acetate is unparsable due to the following being uninterpretable: trans-verbenyl acetate The following was not parseable: verbenyl acetate
tricosane,tricosane,"InChI=1/C23H48/c1-3-5-7-9-11-13-15-17-19-21-23-22-20-18-16-14-12-10-8-6-4-2/h3-23H2,1-2H3",
tricyclene,tricyclene,,tricyclene is unparsable due to the following being uninterpretable: tricyclene The following was not parseable: cyclene
tridecane,tridecane,"InChI=1/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3",
tridecanoic acid,tridecanoic acid,"InChI=1/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)/f/h14H",
tridecanol,tridecanol,"InChI=1/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3",
tritriacontane,tritriacontane,"InChI=1/C33H68/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-33H2,1-2H3",
umbellulone,umbellulone,,umbellulone is unparsable due to the following being uninterpretable: umbellulone The following was not parseable: ulone
undecanal,undecanal,"InChI=1/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3",
undecane,undecane,"InChI=1/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",
undecanol,undecanol,"InChI=1/C11H24O/c1-2-3-4-5-6-7-8-9-10-11-12/h12H,2-11H2,1H3",
undecanone,undecanone,"InChI=1/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3",
unknown 6,unknown 6,,unknown 6 is unparsable due to the following being uninterpretable: unknown 6 The following was not parseable: unknown 6
valencene,valencene,,valencene is unparsable due to the following being uninterpretable: valencene The following was not parseable: encene
valerenal,valerenal,,valerenal is unparsable due to the following being uninterpretable: valerenal The following was not parseable: enal
verbenene,verbenene,,verbenene is unparsable due to the following being uninterpretable: verbenene The following was not parseable: verbenene
verbenol,verbenol,,verbenol is unparsable due to the following being uninterpretable: verbenol The following was not parseable: verbenol
verbenone,verbenone,,verbenone is unparsable due to the following being uninterpretable: verbenone The following was not parseable: verbenone
viddrol,viddrol,,viddrol is unparsable due to the following being uninterpretable: viddrol The following was not parseable: viddrol
viridiflorene,viridiflorene,,viridiflorene is unparsable due to the following being uninterpretable: viridiflorene The following was not parseable: viridiflorene
viridiflorol,viridiflorol,,viridiflorol is unparsable due to the following being uninterpretable: viridiflorol The following was not parseable: viridiflorol
viridiflororene,viridiflororene,,viridiflororene is unparsable due to the following being uninterpretable: viridiflororene The following was not parseable: viridiflororene
"widdra-2,4(14)-diene","widdra-2,4(14)-diene",,"widdra-2,4(14)-diene'' is unparsable due to the following being uninterpretable: ''widdra-2,4(14)-diene'' The following was not parseable: ''widdra-2,4(14)-diene''"
widdrol,widdrol,,widdrol is unparsable due to the following being uninterpretable: widdrol The following was not parseable: widdrol
xanthorrizol,xanthorrizol,,xanthorrizol is unparsable due to the following being uninterpretable: xanthorrizol The following was not parseable: rrizol
y-curcumenal,y-curcumenal,,y-curcumenal is unparsable due to the following being uninterpretable: y-curcumenal The following was not parseable: y-curcumenal
yomogi alcohol,yomogi alcohol,,yomogi alcohol is unparsable due to the following being uninterpretable: yomogi alcohol The following was not parseable: yomogi alcohol
yperene,yperene,,yperene is unparsable due to the following being uninterpretable: yperene The following was not parseable: yperene
z -thujenol,z -thujenol,,"Could not find bond that: <stereoChemistry type=""EorZ"" subsequentUnsemanticToken=""-"" value=""Z"">z</stereoChemistry> was referring to"
zingiberene,zingiberene,,zingiberene is unparsable due to the following being uninterpretable: zingiberene The following was not parseable: ingiberene
τ-cadinol,τ-cadinol,,tau-cadinol is unparsable due to the following being uninterpretable: tau-cadinol The following was not parseable: tau-cadinol
beta-pinene0oxide,beta-pinene0oxide,,beta-pinene0oxide is unparsable due to the following being uninterpretable: 0oxide The following was not parseable: 0oxide
germacrene-b,germacrene-b,,germacrene-b is unparsable due to the following being uninterpretable: germacrene-b The following was not parseable: crene-b
germacrene-d,germacrene-d,,germacrene-d is unparsable due to the following being uninterpretable: germacrene-d The following was not parseable: crene-d
germacrene0d,germacrene0d,,germacrene0d is unparsable due to the following being uninterpretable: germacrene0d The following was not parseable: crene0d
hexadecanoic0acid,hexadecanoic0acid,,hexadecanoic0acid is unparsable due to the following being uninterpretable: 0acid The following was not parseable: 0acid
Khusinol,Khusinol,,Khusinol is unparsable due to the following being uninterpretable: Khusinol The following was not parseable: Khusinol
methyl thymolmethyl ether,methyl thymolmethyl ether,,methyl thymolmethyl ether is unparsable due to the following being uninterpretable: methyl ether The following was not parseable: methyl ether
