0,PubChem_lookup_inchis,PubChem_lookup_cid,OPSIN_inchis,OPSIN_comments
beta-selinene,"InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h13-14H,1,3,5-10H2,2,4H3/t13-,14+,15-/m1/s1",442393,,beta-selinene is unparsable due to the following being uninterpretable: beta-selinene The following was not parseable: inene
gamma-selinene,"InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h14H,3,5-10H2,1-2,4H3",521334,,gamma-selinene is unparsable due to the following being uninterpretable: gamma-selinene The following was not parseable: inene
7-epi-alpha-selinene,"InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h6,13-14H,1,5,7-10H2,2-4H3/t13-,14-,15+/m0/s1",10726905,,7-epi-alpha-selinene is unparsable due to the following being uninterpretable: 7-epi-alpha-selinene The following was not parseable: pi-alpha-selinene
alpha-selinene,"InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h6,13-14H,1,5,7-10H2,2-4H3/t13-,14+,15-/m1/s1",10856614,,alpha-selinene is unparsable due to the following being uninterpretable: alpha-selinene The following was not parseable: inene
daucene,"InChI=1S/C15H24/c1-11(2)13-8-10-15(4)9-7-12(3)5-6-14(13)15/h7,11H,5-6,8-10H2,1-4H3",177773,,daucene is unparsable due to the following being uninterpretable: daucene The following was not parseable: aucene
valencene,"InChI=1S/C15H24/c1-11(2)13-8-9-14-7-5-6-12(3)15(14,4)10-13/h7,12-13H,1,5-6,8-10H2,2-4H3/t12-,13-,15+/m1/s1",9855795,,valencene is unparsable due to the following being uninterpretable: valencene The following was not parseable: encene
beta-acoradiene,"InChI=1S/C15H24/c1-11(2)14-6-5-13(4)15(14)9-7-12(3)8-10-15/h7,13-14H,1,5-6,8-10H2,2-4H3/t13-,14?,15?/m1/s1",5316209,,beta-acoradiene is unparsable due to the following being uninterpretable: beta-acoradiene The following was not parseable: acoradiene
acoradiene,"InChI=1S/C15H24/c1-11(2)14-6-5-13(4)15(14)9-7-12(3)8-10-15/h7,13-14H,1,5-6,8-10H2,2-4H3/t13-,14+,15-/m1/s1",90351,,acoradiene is unparsable due to the following being uninterpretable: acoradiene The following was not parseable: acoradiene
alpha-alaskene,"InChI=1S/C15H24/c1-11(2)14-6-5-13(4)15(14)9-7-12(3)8-10-15/h7,13H,5-6,8-10H2,1-4H3/t13-,15?/m0/s1",6428487,,alpha-alaskene is unparsable due to the following being uninterpretable: alpha-alaskene The following was not parseable: alaskene
premnaspirodiene,"InChI=1S/C15H24/c1-11(2)14-8-9-15(10-14)12(3)6-5-7-13(15)4/h6,13-14H,1,5,7-10H2,2-4H3",340930,,premnaspirodiene is unparsable due to the following being uninterpretable: premnaspirodiene The following was not parseable: premnaspirodiene
epi-beta-santalene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)12(3)13-7-8-14(15)10-13/h6,13-14H,3,5,7-10H2,1-2,4H3/t13-,14+,15-/m1/s1",11106484,,epi-beta-santalene is unparsable due to the following being uninterpretable: epi-beta-santalene The following was not parseable: pi-beta-santalene
beta-santalene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)12(3)13-7-8-14(15)10-13/h6,13-14H,3,5,7-10H2,1-2,4H3/t13-,14+,15+/m1/s1",10889018,,beta-santalene is unparsable due to the following being uninterpretable: beta-santalene The following was not parseable: santalene
alpha-bergamotene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)13-8-7-12(3)14(15)10-13/h6-7,13-14H,5,8-10H2,1-4H3",86608,,alpha-bergamotene is unparsable due to the following being uninterpretable: alpha-bergamotene The following was not parseable: bergamotene
alpha-trans-bergamotene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)13-8-7-12(3)14(15)10-13/h6-7,13-14H,5,8-10H2,1-4H3",86608,,alpha-trans-bergamotene is unparsable due to the following being uninterpretable: alpha-trans-bergamotene The following was not parseable: bergamotene
trans-alpha-bergamotene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)13-8-7-12(3)14(15)10-13/h6-7,13-14H,5,8-10H2,1-4H3/t13-,14-,15+/m0/s1",6429302,,trans-alpha-bergamotene is unparsable due to the following being uninterpretable: trans-alpha-bergamotene The following was not parseable: bergamotene
bergamotene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)13-8-7-12(3)14(15)10-13/h6,13-14H,3,5,7-10H2,1-2,4H3",521569,,bergamotene is unparsable due to the following being uninterpretable: bergamotene The following was not parseable: bergamotene
trans-beta-bergamotene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)13-8-7-12(3)14(15)10-13/h6,13-14H,3,5,7-10H2,1-2,4H3/t13-,14-,15+/m0/s1",12300069,,trans-beta-bergamotene is unparsable due to the following being uninterpretable: trans-beta-bergamotene The following was not parseable: bergamotene
isobazzanene,"InChI=1S/C15H24/c1-12-7-10-15(4,11-8-12)13-6-5-9-14(13,2)3/h6-7H,5,8-11H2,1-4H3",14830702,,isobazzanene is unparsable due to the following being uninterpretable: isobazzanene The following was not parseable: bazzanene
germacrene a,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h6,9,15H,1,5,7-8,10-11H2,2-4H3/b13-6-,14-9+",5463084,,germacrene a is unparsable due to the following being uninterpretable: germacrene a The following was not parseable: crene a
germacrene-b,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h6,9H,5,7-8,10-11H2,1-4H3/b13-6+,14-9-",15559495,,germacrene-b is unparsable due to the following being uninterpretable: germacrene-b The following was not parseable: crene-b
germacrene b,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h6,9H,5,7-8,10-11H2,1-4H3/b13-6+,14-9+",5281519,,germacrene b is unparsable due to the following being uninterpretable: germacrene b The following was not parseable: crene b
germacrene d,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10,12,15H,3,5-6,9,11H2,1-2,4H3",91104,,germacrene d is unparsable due to the following being uninterpretable: germacrene d The following was not parseable: crene d
germacrene-d,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10,12,15H,3,5-6,9,11H2,1-2,4H3/b10-8-,14-7-/t15-/m0/s1",91723653,,germacrene-d is unparsable due to the following being uninterpretable: germacrene-d The following was not parseable: crene-d
alpha-bisabolene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6-8,15H,5,9-11H2,1-4H3",86597,,alpha-bisabolene is unparsable due to the following being uninterpretable: alpha-bisabolene The following was not parseable: abolene
(z)-alpha-bisabolene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6-8,15H,5,9-11H2,1-4H3/b14-7-",5352653,,(z)-alpha-bisabolene is unparsable due to the following being uninterpretable: (z)-alpha-bisabolene The following was not parseable: abolene
(e)-alpha-bisabolene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6-8,15H,5,9-11H2,1-4H3/b14-7+",5315468,,(e)-alpha-bisabolene is unparsable due to the following being uninterpretable: (e)-alpha-bisabolene The following was not parseable: abolene
trans-alpha-bisabolene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6-8,15H,5,9-11H2,1-4H3/b14-7+",5315468,,trans-alpha-bisabolene is unparsable due to the following being uninterpretable: trans-alpha-bisabolene The following was not parseable: abolene
alpha-zingiberene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8-10,14-15H,5,7,11H2,1-4H3",521253,,alpha-zingiberene is unparsable due to the following being uninterpretable: alpha-zingiberene The following was not parseable: ingiberene
zingiberene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8-10,14-15H,5,7,11H2,1-4H3/t14-,15+/m0/s1",92776,,zingiberene is unparsable due to the following being uninterpretable: zingiberene The following was not parseable: ingiberene
beta-sesquiphellandrene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8,10,14-15H,3,5,7,9,11H2,1-2,4H3/t14-,15+/m0/s1",12315492,,beta-sesquiphellandrene is unparsable due to the following being uninterpretable: beta-sesquiphellandrene The following was not parseable: sesquiphellandrene
gamma-curcumene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8,10,14H,5,7,9,11H2,1-4H3/t14-/m1/s1",12304273,,gamma-curcumene is unparsable due to the following being uninterpretable: gamma-curcumene The following was not parseable: curcumene
beta-bisabolene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8,15H,4-5,7,9-11H2,1-3H3",403919,,beta-bisabolene is unparsable due to the following being uninterpretable: beta-bisabolene The following was not parseable: abolene
(e)-gamma-bisabolene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8H,5,7,9-11H2,1-4H3/b15-14-",5352437,,(e)-gamma-bisabolene is unparsable due to the following being uninterpretable: (e)-gamma-bisabolene The following was not parseable: abolene
(z)-gamma-bisabolene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8H,5,7,9-11H2,1-4H3/b15-14+",3033866,,(z)-gamma-bisabolene is unparsable due to the following being uninterpretable: (z)-gamma-bisabolene The following was not parseable: abolene
alpha-caryophyllene,"InChI=1S/C15H24/c1-13-7-5-8-14(2)10-12-15(3,4)11-6-9-13/h6-7,10-11H,5,8-9,12H2,1-4H3",23204,,alpha-caryophyllene is unparsable due to the following being uninterpretable: alpha-caryophyllene The following was not parseable: yophyllene
alpha-humulene,"InChI=1S/C15H24/c1-13-7-5-8-14(2)10-12-15(3,4)11-6-9-13/h6-7,10-11H,5,8-9,12H2,1-4H3/b11-6+,13-7+,14-10+",5281520,,alpha-humulene is unparsable due to the following being uninterpretable: alpha-humulene The following was not parseable: humulene
humulene,"InChI=1S/C15H24/c1-13-7-5-8-14(2)10-12-15(3,4)11-6-9-13/h6-7,10-11H,5,8-9,12H2,1-4H3/b11-6+,13-7+,14-10+",5281520,,humulene is unparsable due to the following being uninterpretable: humulene The following was not parseable: humulene
alpha-farnesene,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9-10,12H,1,7-8,11H2,2-5H3/b14-10+,15-12+",5281516,"InChI=1/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9-10,12H,1,7-8,11H2,2-5H3/b14-10+,15-12+",
(e)-beta-farnesene,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9,12H,1,4,7-8,10-11H2,2-3,5H3",10407,"InChI=1/C15H26/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h9,12H,4,6-8,10-11H2,1-3,5H3/b15-12+",
beta-farnesene,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9,12H,1,4,7-8,10-11H2,2-3,5H3/b15-12+",5281517,"InChI=1/C15H26/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h9,12H,4,6-8,10-11H2,1-3,5H3/b15-12+",
trans-beta-farnesene,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9,12H,1,4,7-8,10-11H2,2-3,5H3/b15-12+",5281517,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
bicycloelemene,"InChI=1S/C15H24/c1-7-15(6)9-8-11-13(14(11,4)5)12(15)10(2)3/h7,11-13H,1-2,8-9H2,3-6H3",76419358,,bicycloelemene is unparsable due to the following being uninterpretable: bicycloelemene The following was not parseable: elemene
delta-elemene,"InChI=1S/C15H24/c1-7-15(6)9-8-13(11(2)3)10-14(15)12(4)5/h7,10-11,14H,1,4,8-9H2,2-3,5-6H3/t14-,15+/m1/s1",12309449,,delta-elemene is unparsable due to the following being uninterpretable: delta-elemene The following was not parseable: lemene
beta-elemene,"InChI=1S/C15H24/c1-7-15(6)9-8-13(11(2)3)10-14(15)12(4)5/h7,13-14H,1-2,4,8-10H2,3,5-6H3/t13-,14+,15-/m1/s1",6918391,,beta-elemene is unparsable due to the following being uninterpretable: beta-elemene The following was not parseable: lemene
gamma-elemene,"InChI=1S/C15H24/c1-7-15(6)9-8-13(11(2)3)10-14(15)12(4)5/h7,14H,1,4,8-10H2,2-3,5-6H3/t14-,15+/m0/s1",6432312,,gamma-elemene is unparsable due to the following being uninterpretable: gamma-elemene The following was not parseable: lemene
cyclosativene,"InChI=1S/C15H24/c1-8(2)9-5-6-14(3)10-7-11-13(12(9)10)15(11,14)4/h8-13H,5-7H2,1-4H3",519960,,cyclosativene is unparsable due to the following being uninterpretable: cyclosativene The following was not parseable: sativene
aromadendrene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h10-14H,1,5-8H2,2-4H3",91354,,aromadendrene is unparsable due to the following being uninterpretable: aromadendrene The following was not parseable: aromadendrene
allo-aromadendrene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h10-14H,1,5-8H2,2-4H3/t10-,11-,12?,13-,14?/m1/s1",42608158,,allo-aromadendrene is unparsable due to the following being uninterpretable: allo-aromadendrene The following was not parseable: aromadendrene
alpha-aromadendrene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h10-14H,1,5-8H2,2-4H3/t10-,11+,12?,13-,14?/m1/s1",42608156,,alpha-aromadendrene is unparsable due to the following being uninterpretable: alpha-aromadendrene The following was not parseable: aromadendrene
ledene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h10,12-14H,5-8H2,1-4H3/t10-,12-,13-,14-/m1/s1",10910653,,ledene is unparsable due to the following being uninterpretable: ledene The following was not parseable: edene
viridiflorene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h10,12-14H,5-8H2,1-4H3/t10-,12-,13-,14-/m1/s1",10910653,,viridiflorene is unparsable due to the following being uninterpretable: viridiflorene The following was not parseable: viridiflorene
isoledene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h9-10,12,14H,5-8H2,1-4H3",530426,,isoledene is unparsable due to the following being uninterpretable: isoledene The following was not parseable: ledene
alpha-gurjunene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h9,11-12,14H,5-8H2,1-4H3/t9-,11-,12-,14-/m1/s1",15560276,,alpha-gurjunene is unparsable due to the following being uninterpretable: alpha-gurjunene The following was not parseable: gurjunene
beta-gurjunene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h9,11-14H,2,5-8H2,1,3-4H3/t9-,11-,12-,13-,14-/m1/s1",6450812,,beta-gurjunene is unparsable due to the following being uninterpretable: beta-gurjunene The following was not parseable: gurjunene
beta-bourbonene,"InChI=1S/C15H24/c1-9(2)11-7-8-15(4)12-6-5-10(3)13(12)14(11)15/h9,11-14H,3,5-8H2,1-2,4H3/t11-,12+,13-,14+,15-/m0/s1",62566,,beta-bourbonene is unparsable due to the following being uninterpretable: beta-bourbonene The following was not parseable: bourbonene
alpha-copaene,"InChI=1S/C15H24/c1-9(2)11-7-8-15(4)12-6-5-10(3)14(15)13(11)12/h5,9,11-14H,6-8H2,1-4H3/t11-,12-,13-,14?,15-/m0/s1",70678558,,alpha-copaene is unparsable due to the following being uninterpretable: alpha-copaene The following was not parseable: copaene
alpha-ylangene,"InChI=1S/C15H24/c1-9(2)11-7-8-15(4)12-6-5-10(3)14(15)13(11)12/h5,9,11-14H,6-8H2,1-4H3/t11?,12?,13?,14?,15-/m0/s1",442409,,alpha-ylangene is unparsable due to the following being uninterpretable: alpha-ylangene The following was not parseable: ylangene
beta-copaene,"InChI=1S/C15H24/c1-9(2)11-7-8-15(4)12-6-5-10(3)14(15)13(11)12/h9,11-14H,3,5-8H2,1-2,4H3/t11-,12-,13-,14?,15-/m0/s1",57339298,,beta-copaene is unparsable due to the following being uninterpretable: beta-copaene The following was not parseable: copaene
beta-ylangene,"InChI=1S/C15H24/c1-9(2)11-7-8-15(4)12-6-5-10(3)14(15)13(11)12/h9,11-14H,3,5-8H2,1-2,4H3/t11?,12-,13-,14?,15+/m1/s1",25244198,,beta-ylangene is unparsable due to the following being uninterpretable: beta-ylangene The following was not parseable: ylangene
alpha-cubebene,"InChI=1S/C15H24/c1-9(2)12-6-5-11(4)15-8-7-10(3)13(15)14(12)15/h7,9,11-14H,5-6,8H2,1-4H3",86609,,alpha-cubebene is unparsable due to the following being uninterpretable: alpha-cubebene The following was not parseable: ebene
beta-cubebene,"InChI=1S/C15H24/c1-9(2)12-6-5-11(4)15-8-7-10(3)13(15)14(12)15/h9,11-14H,3,5-8H2,1-2,4H3/t11-,12+,13-,14-,15+/m1/s1",93081,,beta-cubebene is unparsable due to the following being uninterpretable: beta-cubebene The following was not parseable: ebene
3-thujopsanone,"InChI=1S/C15H24O/c1-10-11-8-15(11)13(2,3)6-5-7-14(15,4)9-12(10)16/h10-11H,5-9H2,1-4H3/t10-,11-,14-,15-/m0/s1",13893399,,3-thujopsanone is unparsable due to the following being uninterpretable: 3-thujopsanone The following was not parseable: psanone
cis-arteannuic alcohol,"InChI=1S/C15H24O/c1-10-4-6-13-11(2)5-7-14(12(3)9-16)15(13)8-10/h8,11,13-16H,3-7,9H2,1-2H3/t11-,13?,14-,15?/m0/s1",6430725,,cis-arteannuic alcohol is unparsable due to the following being uninterpretable: cis-arteannuic alcohol The following was not parseable: arteannuic alcohol
beta-caryophyllene oxide,"InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3",14350,,beta-caryophyllene oxide is unparsable due to the following being uninterpretable: beta-caryophyllene oxide The following was not parseable: yophyllene oxide
isocaryophyllene oxide,"InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3",14350,,isocaryophyllene oxide is unparsable due to the following being uninterpretable: isocaryophyllene oxide The following was not parseable: caryophyllene oxide
caryophyllene oxide,"InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3/t11-,12-,13-,15-/m1/s1",1742210,,caryophyllene oxide is unparsable due to the following being uninterpretable: caryophyllene oxide The following was not parseable: yophyllene oxide
caryophylladienol,"InChI=1S/C15H24O/c1-10-5-6-14-13(9-15(14,3)4)11(2)8-12(16)7-10/h12-14,16H,1-2,5-9H2,3-4H3",91747928,,caryophylladienol is unparsable due to the following being uninterpretable: caryophylladienol The following was not parseable: yophylladienol
salvial-4(14)-en-1-one,"InChI=1S/C15H24O/c1-10(2)12-7-8-15(4)13(12)9-11(3)5-6-14(15)16/h10,12-13H,3,5-9H2,1-2,4H3",15118057,,salvial-4(14)-en-1-one is unparsable due to the following being uninterpretable: salvial-4(14)-en-1-one The following was not parseable: salvial-4(14)-en-1-one
(z)-alpha-santalol,"InChI=1S/C15H24O/c1-10(9-16)5-4-6-14(2)11-7-12-13(8-11)15(12,14)3/h5,11-13,16H,4,6-9H2,1-3H3/b10-5-",5281531,,(z)-alpha-santalol is unparsable due to the following being uninterpretable: (z)-alpha-santalol The following was not parseable: santalol
humulene oxide ii,"InChI=1S/C15H24O/c1-12-6-7-13-15(4,16-13)10-5-9-14(2,3)11-8-12/h5,8-9,13H,6-7,10-11H2,1-4H3/b9-5-,12-8-",23274265,,humulene oxide ii is unparsable due to the following being uninterpretable: humulene oxide ii The following was not parseable: humulene oxide ii
humulene epoxide ii,"InChI=1S/C15H24O/c1-12-6-7-13-15(4,16-13)10-5-9-14(2,3)11-8-12/h5,8-9,13H,6-7,10-11H2,1-4H3/b9-5-,12-8+",5463721,,humulene epoxide ii is unparsable due to the following being uninterpretable: humulene epoxide ii The following was not parseable: humulene epoxide ii
humulene oxide i,"InChI=1S/C15H24O/c1-12-7-5-9-14(2,3)11-13-15(4,16-13)10-6-8-12/h5,8-9,13H,6-7,10-11H2,1-4H3/b9-5-,12-8-",22559443,,humulene oxide i is unparsable due to the following being uninterpretable: humulene oxide i The following was not parseable: humulene oxide i
longifolenaldehyde,"InChI=1S/C15H24O/c1-14(2)7-4-8-15(3)11-6-5-10(13(11)14)12(15)9-16/h9-13H,4-8H2,1-3H3",565584,,longifolenaldehyde is unparsable due to the following being uninterpretable: longifolenaldehyde The following was not parseable: ongifolenaldehyde
torilenol,"InChI=1S/C15H24O/c1-8(2)12-10-7-15(4)11(16)6-5-9(3)14(15)13(10)12/h8,10-14,16H,3,5-7H2,1-2,4H3/t10?,11-,12-,13?,14-,15-/m1/s1",91747180,,torilenol is unparsable due to the following being uninterpretable: torilenol The following was not parseable: torilenol
aromadendrene oxide,"InChI=1S/C15H24O/c1-9-4-5-10-12(9)13-11(14(13,2)3)6-7-15(10)8-16-15/h9-13H,4-8H2,1-3H3",528759,,aromadendrene oxide is unparsable due to the following being uninterpretable: aromadendrene oxide The following was not parseable: aromadendrene oxide
allo-aromadendrene epoxide,"InChI=1S/C15H24O/c1-9-4-5-10-12(9)13-11(14(13,2)3)6-7-15(10)8-16-15/h9-13H,4-8H2,1-3H3/t9-,10?,11-,12?,13-,15?/m0/s1",91746712,,allo-aromadendrene epoxide is unparsable due to the following being uninterpretable: allo-aromadendrene epoxide The following was not parseable: aromadendrene epoxide
italicene epoxide,"InChI=1S/C15H24O/c1-9-5-6-10-13(2,3)11-12-14(4,16-12)7-8-15(9,10)11/h9-12H,5-8H2,1-4H3",91704566,,italicene epoxide is unparsable due to the following being uninterpretable: italicene epoxide The following was not parseable: italicene epoxide
spathulenol,"InChI=1S/C15H24O/c1-9-5-6-11-13(14(11,2)3)12-10(9)7-8-15(12,4)16/h10-13,16H,1,5-8H2,2-4H3",522266,,spathulenol is unparsable due to the following being uninterpretable: spathulenol The following was not parseable: spathulenol
isospathulenol,"InChI=1S/C15H24O/c1-9-5-6-11-13(14(11,2)3)12-10(9)7-8-15(12,4)16/h11-13,16H,5-8H2,1-4H3",14038848,,isospathulenol is unparsable due to the following being uninterpretable: isospathulenol The following was not parseable: spathulenol
cedr-8(15)-en-9-ol,"InChI=1S/C15H24O/c1-9-5-6-13-14(3,4)11-7-15(9,13)8-12(16)10(11)2/h9,11-13,16H,2,5-8H2,1,3-4H3",119831,,cedr-8(15)-en-9-ol is unparsable due to the following being uninterpretable: cedr-8(15)-en-9-ol The following was not parseable: cedr-8(15)-en-9-ol
epi-cubebol,"InChI=1S/C15H24O/c1-9(2)11-6-5-10(3)15-8-7-14(4,16)13(15)12(11)15/h5-6,9-13,16H,7-8H2,1-4H3/t10-,11+,12-,13?,14-,15-/m0/s1",91753433,,epi-cubebol is unparsable due to the following being uninterpretable: epi-cubebol The following was not parseable: pi-cubebol
geranyl tiglate,"InChI=1S/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10+,14-6+",5367785,"InChI=1/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10+,14-6+",
davanone,"InChI=1S/C15H24O2/c1-6-15(5)10-9-14(17-15)12(4)13(16)8-7-11(2)3/h6-7,12,14H,1,8-10H2,2-5H3",519782,,davanone is unparsable due to the following being uninterpretable: davanone The following was not parseable: avanone
acorone,"InChI=1S/C15H24O2/c1-9(2)14-12(16)7-11(4)15(14)6-5-10(3)13(17)8-15/h9-11,14H,5-8H2,1-4H3/t10-,11+,14+,15+/m1/s1",5316254,,acorone is unparsable due to the following being uninterpretable: acorone The following was not parseable: acorone
cedrol,"InChI=1S/C15H26O/c1-10-5-6-11-13(2,3)12-9-15(10,11)8-7-14(12,4)16/h10-12,16H,5-9H2,1-4H3/t10-,11+,12-,14-,15+/m1/s1",65575,,cedrol is unparsable due to the following being uninterpretable: cedrol The following was not parseable: cedrol
kessane,"InChI=1S/C15H26O/c1-10-5-6-13-12(10)9-11-7-8-15(13,4)16-14(11,2)3/h10-13H,5-9H2,1-4H3",527491,,kessane is unparsable due to the following being uninterpretable: kessane The following was not parseable: kessane
