Compound_name,PubChem_lookup_name,PubChem_lookup_inchis,PubChem_lookup_cid,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
beta-ionone,beta-ionone,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8H,5-6,9H2,1-4H3/b8-7+",638014,beta-ionone,,beta-ionone is unparsable due to the following being uninterpretable: beta-ionone The following was not parseable: ionone
beta-myrcene,beta-myrcene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",31253,beta-myrcene,"InChI=1/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",
beta-phellandrene,beta-phellandrene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8,10H,3,5,7H2,1-2H3",11142,beta-phellandrene,,beta-phellandrene is unparsable due to the following being uninterpretable: beta-phellandrene The following was not parseable: phellandrene
beta-phellandrene+limonene,beta-phellandrene+limonene,,NA,beta-phellandrene+limonene,,beta-phellandrene+limonene is unparsable due to the following being uninterpretable: beta-phellandrene+limonene The following was not parseable: phellandrene+limonene
beta-phenyl-ethyl acetate,beta-phenyl-ethyl acetate,,NA,beta-phenyl-ethyl acetate,"InChI=1/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",
beta-pinene,beta-pinene,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3",14896,beta-pinene,,Unable to assign all locants. This locant was not assigned: beta
beta-pinene0oxide,beta-pinene0oxide,,NA,beta-pinene0oxide,,beta-pinene0oxide is unparsable due to the following being uninterpretable: 0oxide The following was not parseable: 0oxide
beta-sanatalene,beta-sanatalene,,NA,beta-sanatalene,,beta-sanatalene is unparsable due to the following being uninterpretable: beta-sanatalene The following was not parseable: sanatalene
beta-santalene,beta-santalene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)12(3)13-7-8-14(15)10-13/h6,13-14H,3,5,7-10H2,1-2,4H3/t13-,14+,15+/m1/s1",10889018,beta-santalene,,beta-santalene is unparsable due to the following being uninterpretable: beta-santalene The following was not parseable: santalene
beta-selinene,beta-selinene,"InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h13-14H,1,3,5-10H2,2,4H3/t13-,14+,15-/m1/s1",442393,beta-selinene,,beta-selinene is unparsable due to the following being uninterpretable: beta-selinene The following was not parseable: inene
beta-sesquiphellandrene,beta-sesquiphellandrene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8,10,14-15H,3,5,7,9,11H2,1-2,4H3/t14-,15+/m0/s1",12315492,beta-sesquiphellandrene,,beta-sesquiphellandrene is unparsable due to the following being uninterpretable: beta-sesquiphellandrene The following was not parseable: sesquiphellandrene
beta-terpinene,beta-terpinene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h6,8H,3-5,7H2,1-2H3",66841,beta-terpinene,,Disagreement between number of locants(beta) and ring assembly multiplier: 3
beta-thujone,beta-thujone,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1",91456,beta-thujone,,beta-thujone is unparsable due to the following being uninterpretable: beta-thujone The following was not parseable:
beta-ylangene,beta-ylangene,"InChI=1S/C15H24/c1-9(2)11-7-8-15(4)12-6-5-10(3)14(15)13(11)12/h9,11-14H,3,5-8H2,1-2,4H3/t11?,12-,13-,14?,15+/m1/s1",25244198,beta-ylangene,,beta-ylangene is unparsable due to the following being uninterpretable: beta-ylangene The following was not parseable: ylangene
bicycloelemene,bicycloelemene,"InChI=1S/C15H24/c1-7-15(6)9-8-11-13(14(11,4)5)12(15)10(2)3/h7,11-13H,1-2,8-9H2,3-6H3",76419358,bicycloelemene,,bicycloelemene is unparsable due to the following being uninterpretable: bicycloelemene The following was not parseable: elemene
bicyclogermacrene,bicyclogermacrene,"InChI=1S/C15H24/c1-11-6-5-7-12(2)10-14-13(9-8-11)15(14,3)4/h6,10,13-14H,5,7-9H2,1-4H3/b11-6+,12-10+",5315347,bicyclogermacrene,,bicyclogermacrene is unparsable due to the following being uninterpretable: bicyclogermacrene The following was not parseable: acrene
bicyclovetivenol,bicyclovetivenol,"InChI=1S/C15H26O/c1-10-6-5-7-11(2)14-9-12(8-13(10)14)15(3,4)16/h11-14,16H,1,5-9H2,2-4H3/t11-,12?,13?,14?/m0/s1",91748522,bicyclovetivenol,,bicyclovetivenol is unparsable due to the following being uninterpretable: bicyclovetivenol The following was not parseable: vetivenol
borneol,borneol,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3",64685,borneol,"InChI=1/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3",
bornyl acetate,bornyl acetate,"InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3",6448,bornyl acetate,"InChI=1/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3",
bornyl formate,bornyl formate,"InChI=1S/C11H18O2/c1-10(2)8-4-5-11(10,3)9(6-8)13-7-12/h7-9H,4-6H2,1-3H3",518472,bornyl formate,"InChI=1/C11H18O2/c1-10(2)8-4-5-11(10,3)9(6-8)13-7-12/h7-9H,4-6H2,1-3H3",
bulnesol,bulnesol,"InChI=1S/C15H26O/c1-10-5-7-12(15(3,4)16)9-14-11(2)6-8-13(10)14/h11-12,14,16H,5-9H2,1-4H3",90785,bulnesol,,bulnesol is unparsable due to the following being uninterpretable: bulnesol The following was not parseable: bulnesol
butyl benzoate,butyl benzoate,"InChI=1S/C11H14O2/c1-2-3-9-13-11(12)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3",8698,butyl benzoate,"InChI=1/C11H14O2/c1-2-3-9-13-11(12)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3",
cadalene,cadalene,"InChI=1S/C15H18/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h5-10H,1-4H3",10225,cadalene,,cadalene is unparsable due to the following being uninterpretable: cadalene The following was not parseable: cadalene
"cadin-alpha-1,4-diene","cadin-alpha-1,4-diene",,NA,"cadin-alpha-1,4-diene",,"cadin-alpha-1,4-diene'' is unparsable due to the following being uninterpretable: ''cadin-alpha-1,4-diene'' The following was not parseable: ''cadin-alpha-1,4-diene''"
"cadina-1,4-diene","cadina-1,4-diene",,NA,"cadina-1,4-diene",,"cadina-1,4-diene'' is unparsable due to the following being uninterpretable: ''cadina-1,4-diene'' The following was not parseable: ''cadina-1,4-diene''"
"cadina-1,4-diene+alpha-calacorene","cadina-1,4-diene+alpha-calacorene",,NA,"cadina-1,4-diene+alpha-calacorene",,"cadina-1,4-diene+alpha-calacorene'' is unparsable due to the following being uninterpretable: ''cadina-1,4-diene+alpha-calacorene'' The following was not parseable: ''cadina-1,4-diene+alpha-calacorene''"
"cadina-4,1(10)-dien-8 beta-ol","cadina-4,1(10)-dien-8 beta-ol",,NA,"cadina-4,1(10)-dien-8 beta-ol",,"cadina-4,1(10)-dien-8 beta-ol'' is unparsable due to the following being uninterpretable: ''cadina-4,1(10)-dien-8 beta-ol'' The following was not parseable: ''cadina-4,1(10)-dien-8 beta-ol''"
cadinol,cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15-/m1/s1",91752279,cadinol,,cadinol is unparsable due to the following being uninterpretable: cadinol The following was not parseable: cadinol
calacorene,calacorene,,NA,calacorene,,calacorene is unparsable due to the following being uninterpretable: calacorene The following was not parseable: calacorene
calamenene,calamenene,"InChI=1S/C15H22/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h5,7,9-10,12-13H,6,8H2,1-4H3",10224,calamenene,,calamenene is unparsable due to the following being uninterpretable: calamenene The following was not parseable: calamenene
calamusenone,calamusenone,"InChI=1S/C15H22O/c1-9(2)13-8-14-10(3)5-6-12(14)11(4)7-15(13)16/h10-11H,5-8H2,1-4H3",91748856,calamusenone,,calamusenone is unparsable due to the following being uninterpretable: calamusenone The following was not parseable: calamusenone
calarene,calarene,"InChI=1S/C15H24/c1-10-6-5-7-11-8-9-12-13(14(12,2)3)15(10,11)4/h7,10,12-13H,5-6,8-9H2,1-4H3",28481,calarene,,calarene is unparsable due to the following being uninterpretable: calarene The following was not parseable: calarene
camphene,camphene,"InChI=1S/C10H16/c1-7-8-4-5-9(6-8)10(7,2)3/h8-9H,1,4-6H2,2-3H3",6616,camphene,"InChI=1/C10H16/c1-7-8-4-5-9(6-8)10(7,2)3/h8-9H,1,4-6H2,2-3H3",
camphenehydrate,camphenehydrate,,NA,camphenehydrate,,camphenehydrate is unparsable due to the following being uninterpretable: hydrate The following was not parseable: hydrate
camphor,camphor,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",2537,camphor,"InChI=1/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",
canfene,canfene,,NA,canfene,,canfene is unparsable due to the following being uninterpretable: canfene The following was not parseable: canfene
caranyl acetate ii,caranyl acetate ii,,NA,caranyl acetate ii,,caranyl acetate ii is unparsable due to the following being uninterpretable: ii The following was not parseable: ii
caratoly,caratoly,,NA,caratoly,,caratoly is unparsable due to the following being uninterpretable: caratoly The following was not parseable: toly
carophyllene oxide,carophyllene oxide,,NA,carophyllene oxide,,carophyllene oxide is unparsable due to the following being uninterpretable: carophyllene oxide The following was not parseable: phyllene oxide
carotol,carotol,"InChI=1S/C15H26O/c1-11(2)13-7-9-14(4)8-5-12(3)6-10-15(13,14)16/h5,11,13,16H,6-10H2,1-4H3/t13-,14+,15+/m1/s1",442347,carotol,,carotol is unparsable due to the following being uninterpretable: carotol The following was not parseable: tol
carvacrol,carvacrol,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",10364,carvacrol,"InChI=1/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",
carveol,carveol,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3",7438,carveol,,carveol is unparsable due to the following being uninterpretable: carveol The following was not parseable: veol
carvone,carvone,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3",7439,carvone,,carvone is unparsable due to the following being uninterpretable: carvone The following was not parseable: vone
"caryophylla-2(12),6-dien-5-beta-ol","caryophylla-2(12),6-dien-5-beta-ol",,NA,"caryophylla-2(12),6-dien-5-beta-ol",,"caryophylla-2(12),6-dien-5-beta-ol'' is unparsable due to the following being uninterpretable: ''caryophylla-2(12),6-dien-5-beta-ol'' The following was not parseable: ''caryophylla-2(12),6-dien-5-beta-ol''"
"caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)","caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)",,NA,"caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)",,"caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)'' is unparsable due to the following being uninterpretable: ''caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenoli)'' The following was not parseable: ''caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenoli)''"
"caryophylla-2(12),6-diene-5-beta-ol","caryophylla-2(12),6-diene-5-beta-ol",,NA,"caryophylla-2(12),6-diene-5-beta-ol",,"caryophylla-2(12),6-diene-5-beta-ol'' is unparsable due to the following being uninterpretable: ''caryophylla-2(12),6-diene-5-beta-ol'' The following was not parseable: ''caryophylla-2(12),6-diene-5-beta-ol''"
"caryophylla-4(14),8(15)-diene-5-alpha-ol","caryophylla-4(14),8(15)-diene-5-alpha-ol",,NA,"caryophylla-4(14),8(15)-diene-5-alpha-ol",,"caryophylla-4(14),8(15)-diene-5-alpha-ol'' is unparsable due to the following being uninterpretable: ''caryophylla-4(14),8(15)-diene-5-alpha-ol'' The following was not parseable: ''caryophylla-4(14),8(15)-diene-5-alpha-ol''"
"caryophylla-alpha-4(14),8(15)-diene-5-beta-ol","caryophylla-alpha-4(14),8(15)-diene-5-beta-ol",,NA,"caryophylla-alpha-4(14),8(15)-diene-5-beta-ol",,"caryophylla-alpha-4(14),8(15)-diene-5-beta-ol'' is unparsable due to the following being uninterpretable: ''caryophylla-alpha-4(14),8(15)-diene-5-beta-ol'' The following was not parseable: ''caryophylla-alpha-4(14),8(15)-diene-5-beta-ol''"
caryophylladienol,caryophylladienol,"InChI=1S/C15H24O/c1-10-5-6-14-13(9-15(14,3)4)11(2)8-12(16)7-10/h12-14,16H,1-2,5-9H2,3-4H3",91747928,caryophylladienol,,caryophylladienol is unparsable due to the following being uninterpretable: caryophylladienol The following was not parseable: yophylladienol
caryophyllen-8-ol,caryophyllen-8-ol,,NA,caryophyllen-8-ol,,caryophyllen-8-ol is unparsable due to the following being uninterpretable: caryophyllen-8-ol The following was not parseable: yophyllen-8-ol
caryophyllene,caryophyllene,"InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6-",5322111,caryophyllene,,caryophyllene is unparsable due to the following being uninterpretable: caryophyllene The following was not parseable: yophyllene
caryophyllene oxide,caryophyllene oxide,"InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3/t11-,12-,13-,15-/m1/s1",1742210,caryophyllene oxide,,caryophyllene oxide is unparsable due to the following being uninterpretable: caryophyllene oxide The following was not parseable: yophyllene oxide
caryophyllenol-i,caryophyllenol-i,,NA,caryophyllenol-i,,caryophyllenol-i is unparsable due to the following being uninterpretable: caryophyllenol-i The following was not parseable: yophyllenol-i
caryophyllenol-ii,caryophyllenol-ii,,NA,caryophyllenol-ii,,caryophyllenol-ii is unparsable due to the following being uninterpretable: caryophyllenol-ii The following was not parseable: yophyllenol-ii
caryophyllenoxide,caryophyllenoxide,,NA,caryophyllenoxide,,caryophyllenoxide is unparsable due to the following being uninterpretable: caryophyllenoxide The following was not parseable: yophyllenoxide
caryophyllenyl alcohol,caryophyllenyl alcohol,"InChI=1S/C15H26O/c1-10-6-8-14(16)11(2)5-7-13-12(10)9-15(13,3)4/h5,10,12-14,16H,6-9H2,1-4H3/b11-5-",91704770,caryophyllenyl alcohol,,caryophyllenyl alcohol is unparsable due to the following being uninterpretable: caryophyllenyl alcohol The following was not parseable: yophyllenyl alcohol
cedr-8(15)-en-9-ol,cedr-8(15)-en-9-ol,"InChI=1S/C15H24O/c1-9-5-6-13-14(3,4)11-7-15(9,13)8-12(16)10(11)2/h9,11-13,16H,2,5-8H2,1,3-4H3",119831,cedr-8(15)-en-9-ol,,cedr-8(15)-en-9-ol is unparsable due to the following being uninterpretable: cedr-8(15)-en-9-ol The following was not parseable: cedr-8(15)-en-9-ol
cedren-8-en-9-alpha-ol,cedren-8-en-9-alpha-ol,,NA,cedren-8-en-9-alpha-ol,,cedren-8-en-9-alpha-ol is unparsable due to the following being uninterpretable: cedren-8-en-9-alpha-ol The following was not parseable: cedren-8-en-9-alpha-ol
cedrol,cedrol,"InChI=1S/C15H26O/c1-10-5-6-11-13(2,3)12-9-15(10,11)8-7-14(12,4)16/h10-12,16H,5-9H2,1-4H3/t10-,11+,12-,14-,15+/m1/s1",65575,cedrol,,cedrol is unparsable due to the following being uninterpretable: cedrol The following was not parseable: cedrol
chamazulene,chamazulene,"InChI=1S/C14H16/c1-4-12-7-5-10(2)13-8-6-11(3)14(13)9-12/h5-9H,4H2,1-3H3",10719,chamazulene,,chamazulene is unparsable due to the following being uninterpretable: chamazulene The following was not parseable: chamazulene
chrysanthenone,chrysanthenone,"InChI=1S/C10H14O/c1-6-4-5-7-9(11)8(6)10(7,2)3/h4,7-8H,5H2,1-3H3",442463,chrysanthenone,,chrysanthenone is unparsable due to the following being uninterpretable: chrysanthenone The following was not parseable: anthenone
cinnamyl isovalerate,cinnamyl isovalerate,"InChI=1S/C14H18O2/c1-12(2)11-14(15)16-10-6-9-13-7-4-3-5-8-13/h3-9,12H,10-11H2,1-2H3/b9-6+",5355855,cinnamyl isovalerate,"InChI=1/C14H18O2/c1-12(2)11-14(15)16-10-6-9-13-7-4-3-5-8-13/h3-9,12H,10-11H2,1-2H3",
cis-3-hexenol,cis-3-hexenol,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",5281167,cis-3-hexenol,"InChI=1/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",
cis-alpha-bergamotene,cis-alpha-bergamotene,,NA,cis-alpha-bergamotene,,cis-alpha-bergamotene is unparsable due to the following being uninterpretable: cis-alpha-bergamotene The following was not parseable: bergamotene
cis-arteannuic alcohol,cis-arteannuic alcohol,"InChI=1S/C15H24O/c1-10-4-6-13-11(2)5-7-14(12(3)9-16)15(13)8-10/h8,11,13-16H,3-7,9H2,1-2H3/t11-,13?,14-,15?/m0/s1",6430725,cis-arteannuic alcohol,,cis-arteannuic alcohol is unparsable due to the following being uninterpretable: cis-arteannuic alcohol The following was not parseable: arteannuic alcohol
cis-beta-guaiene,cis-beta-guaiene,,NA,cis-beta-guaiene,,cis-beta-guaiene is unparsable due to the following being uninterpretable: cis-beta-guaiene The following was not parseable: guaiene
cis-beta-ocimene,cis-beta-ocimene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8-",5320250,cis-beta-ocimene,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""cis"" subsequentUnsemanticToken=""-"">cis</stereoChemistry> could refer unambiguously to"
cis-beta-terpineol,cis-beta-terpineol,"InChI=1S/C10H18O/c1-8(2)9-4-6-10(3,11)7-5-9/h9,11H,1,4-7H2,2-3H3",8748,cis-beta-terpineol,,cis-beta-terpineol is unparsable due to the following being uninterpretable: cis-beta-terpineol The following was not parseable: eol
cis-beta-terpineold,cis-beta-terpineold,,NA,cis-beta-terpineold,,cis-beta-terpineold is unparsable due to the following being uninterpretable: cis-beta-terpineold The following was not parseable: eold
cis-calamene,cis-calamene,,NA,cis-calamene,,cis-calamene is unparsable due to the following being uninterpretable: cis-calamene The following was not parseable: calamene
cis-calamenene,cis-calamenene,"InChI=1S/C15H22/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h5,7,9-10,12-13H,6,8H2,1-4H3/t12-,13-/m0/s1",6429077,cis-calamenene,,cis-calamenene is unparsable due to the following being uninterpretable: cis-calamenene The following was not parseable: calamenene
cis-carveol,cis-carveol,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3/t9-,10-/m1/s1",330573,cis-carveol,,cis-carveol is unparsable due to the following being uninterpretable: cis-carveol The following was not parseable: veol
cis-carvylacetate,cis-carvylacetate,,NA,cis-carvylacetate,,cis-carvylacetate is unparsable due to the following being uninterpretable: cis-carvylacetate The following was not parseable: vylacetate
cis-carvylpropionate,cis-carvylpropionate,,NA,cis-carvylpropionate,,cis-carvylpropionate is unparsable due to the following being uninterpretable: cis-carvylpropionate The following was not parseable: vylpropionate
cis-chrysanthenol,cis-chrysanthenol,"InChI=1S/C10H16O/c1-6-4-5-7-9(11)8(6)10(7,2)3/h4,7-9,11H,5H2,1-3H3",527032,cis-chrysanthenol,,cis-chrysanthenol is unparsable due to the following being uninterpretable: cis-chrysanthenol The following was not parseable: anthenol
cis-chrysanthenylacetate,cis-chrysanthenylacetate,,NA,cis-chrysanthenylacetate,,cis-chrysanthenylacetate is unparsable due to the following being uninterpretable: cis-chrysanthenylacetate The following was not parseable: anthenylacetate
cis-chrysanthenylformate,cis-chrysanthenylformate,,NA,cis-chrysanthenylformate,,cis-chrysanthenylformate is unparsable due to the following being uninterpretable: cis-chrysanthenylformate The following was not parseable: anthenylformate
cis-dihydrocarvone,cis-dihydrocarvone,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3",24473,cis-dihydrocarvone,,cis-dihydrocarvone is unparsable due to the following being uninterpretable: carvone The following was not parseable: vone
cis-epoxy-ocimene,cis-epoxy-ocimene,,NA,cis-epoxy-ocimene,,cis-epoxy-ocimene is unparsable due to the following being uninterpretable: ocimene The following was not parseable: ocimene
cis-farnesol,cis-farnesol,"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9-,15-11-",1549107,cis-farnesol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""cis"" subsequentUnsemanticToken=""-"">cis</stereoChemistry> could refer unambiguously to"
cis-geraniol,cis-geraniol,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",643820,cis-geraniol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""cis"" subsequentUnsemanticToken=""-"">cis</stereoChemistry> could refer unambiguously to"
cis-jasmone,cis-jasmone,"InChI=1S/C11H16O/c1-3-4-5-6-10-9(2)7-8-11(10)12/h4-5H,3,6-8H2,1-2H3/b5-4-",1549018,cis-jasmone,,cis-jasmone is unparsable due to the following being uninterpretable: cis-jasmone The following was not parseable: jasmone
